5529_whenthen,when; then,1238,WHEN
5530_when,when,1238,WHEN
5531_thenandsosothen,"then, and so, so then",2921,THEN
5532_then,then,2921,THEN
5533_whenthen,"when, then",1238,WHEN
5534_whilewhen,"while, when",1238,WHEN
5535_when,when?,1238,WHEN
5536_nowjustnow,"now, just now",1376,NOW
5537_now,now,1376,NOW
5538_heisstill,(he is) still,2919,STILL (CONTINUING)
5539_yet,yet,2577,YET
5540_stillyetagain,"still, yet, again",204,AGAIN
5541_stillasyetalso,"still, as yet, also",2919,STILL (CONTINUING)
5542_towishtodesire,"to wish, to desire",2117,DESIRE
5543_todesiresensously,to desire sensously,,
5544_passion,passion,,
5545_towondertolovetolike,"to wonder; to love, to like",923,LOVE
5546_tolovetoliketowant,"to love, to like, to want",1784,WANT
5547_tolovetowant,"to love, to want",1784,WANT
5548_1towant2toliketolove,"1. to want; 2. to like, to love",923,LOVE
5549_totwisttoturntobend,"to twist, to turn, to bend",1588,TURN
5550_winding,winding,,
5551_pupartcrooked,(pu. part.) crooked,297,CROOKED
5552_gripesgripingpain,"gripes, griping pain",,
5553_tobindacamel,to bind a camel,,
5554_tobindthefoldedlegs,to bind the folded legs,,
5555_tobeknockkneedandwalklimpingly,to be knockkneed and walk limpingly,,
5556_tosurround,to surround,3274,ENCIRCLE
5557_retournertoreturn,retourner (to return),,
5558_togoaroundtoturnaround,"to go around, to turn around",1444,TURN AROUND
5559_younganimalfoalsuckling,"young animal, foal, suckling",3254,YOUNG ANIMAL
5560_offspringyoungofanimals,"offspring, young (of animals)",1801,CHILD (DESCENDANT)
5561_sucklingyoungaminal,"suckling, young aminal",,
5562_fetusinfant,fetus; infant,1289,BABY
5563_eselsfullendonkeyfoal,Eselsfüllen (donkey foal),,
5564_kleinereselyoungdonkey,kleiner Esel (young donkey),,
5565_youngofanimalfoalcolt,"young of animal, foal, colt",1647,FOAL
5566_youngofthedonkey,young of the donkey,,
5567_youngoftheelephant,young of the elephant,,
5568_donkeyscoltasssfoal,"donkey's colt, ass's foal",,
5569_tofly,to fly,1441,FLY (MOVE THROUGH AIR)
5570_tobestrongtohavepower,"to be strong, to have power",785,STRONG
5571_togainforcebecomeintensetobecomestrongtoattackrushinwithforce,"to gain force, become intense; to become strong; to attack, rush in with force",722,ATTACK
5572_tobemightypowerfulstrong,"to be mighty, powerful, strong",785,STRONG
5573_strengthvigor,"strength, vigor",202,STRENGTH
5574_touphold,to uphold,,
5575_toworkvigorously,to work vigorously,,
5576_tobestrongsteadfastvigorous,"to be strong, steadfast, vigorous",785,STRONG
5577_tobestrongmighty,"to be strong, mighty",785,STRONG
5578_behindtofor,"behind; to, for",1686,BEHIND
5579_behindoutoffor,"behind, out of, for",1686,BEHIND
5580_afterother,"after, other",197,OTHER
5581_after,after,1685,AFTER
5582_1after2afterwards,1. after; 2. afterwards,,
5583_toinventtodevise,"to invent, to devise",,
5584_todevisefalsehood,to devise falsehood,,
5585_toinvent,to invent,,
5586_tospeakfalselydevisetofabricate,"to speak falsely, devise; to fabricate",,
5587_tocheattodeceive,"to cheat, to deceive",3230,DECEIVE
5588_itwasorbecamecoldchillorcool,"it was or became cold, chill or cool",2483,COLD (OF WEATHER)
5589_tobecomecold,to become cold,,
5590_togrowcold,to grow cold,,
5591_kaltmachentomakecold,kalt machen (to make cold),,
5592_tobeseparated,to (be) separate(d),1359,SEPARATE
5593_tounderstand,to understand,1536,UNDERSTAND
5594_understanding,understanding,,
5595_aphtocausetounderstand,(aph.) to cause to understand,,
5596_wisdomunderstanding,"wisdom, understanding",,
5597_poltoinstructtoteach,"(pol.) to instruct, to teach",709,TEACH
5598_patoexplain,(pa.) to explain,1626,EXPLAIN
5599_patomakeunderstandteach,"(pa.) to make understand, teach",709,TEACH
5600_toexpoundtoexplaintoteach,"to expound, to explain, to teach",709,TEACH
5601_tobeclearevidentiitoexplain,"to be clear, evident; II. to explain",989,CLEAR
5602_todiscerntodistinguishtorecognize,"to discern, to distinguish, to recognize",2870,RECOGNIZE (SOMEBODY)
5603_seclaircirtoclear,s’éclaircir (to clear),,
5604_tojudgetodecreetoordain,"to judge, to decree, to ordain",1818,ADJUDICATE
5605_togiveaverdict,to give a verdict,,
5606_toappear,to appear,1076,EMERGE (APPEAR)
5607_between,between,689,BETWEEN
5608_betweenamong,"between, among",689,BETWEEN
5609_betweenamonginthemidstofinduringwithin,"between, among, in the midst of, in; during, within",1460,IN
5610_betweenbetwixt,"between, betwixt",689,BETWEEN
5611_betweenamidstamong,"between, amidst, among",689,BETWEEN
5612_entreparmidansdeuxchosesalafoisbetweenamongintwothingsatthesametime,"entre, parmi, dans deux choses à la fois  (between, among, in two things at the same time)",,
5613_tobestillsilentnumb,"to be still, silent, numb",48,BE SILENT
5614_pitditch,"pit, ditch",2539,PIT (POTHOLE)
5615_ditchtrenchsmallpit,"ditch, trench, small pit",2002,DITCH
5616_wellpit,"well, pit",954,WELL
5617_pitditchholecavern,"pit, ditch, hole, cavern",1667,HOLE
5618_toreturntocomebacktoenter,"to return, to come back; to enter",749,ENTER
5619_tobetohappentobecome,"to be, to happen, to become",1579,BE
5620_toturntoreturntocomebacktodrawback,"to turn, to return, to come back, to draw back",1588,TURN
5621_toentertogoinsidetocomein,"to enter, to go inside, to come in",749,ENTER
5622_toentertosetsun,"to enter, to set (sun)",749,ENTER
5623_toreturnhometolivetoreside,"to return home, to live, to reside",1422,BE ALIVE
5624_toentertocomein,"to enter, to come in",749,ENTER
5625_entrersecouchersoleil,"entrer, se coucher (soleil)",,
5626_tobemassivesolid,"to be massive, solid",3003,SOLID
5627_tocoagulatetoformshape,"to coagulate; to form, shape",3747,SHAPE
5628_tocreate,to create,,
5629_bigthickcoarse,"big, thick, coarse",1202,BIG
5630_greatcompanyofmen,great company of men,,
5631_togatherbooty,to gather booty,,
5632_tobecurvedbowedhunchback,"to be curved, bowed, hunchback",99,HUNCHBACK
5633_tomoveincircletoturntodance,"to move in circle, to turn, to dance",1879,DANCE
5634_toformacircle,to form a circle,,
5635_togoround,to go round,,
5636_todanceandsing,to dance (and sing),1879,DANCE
5637_dance,dance,1879,DANCE
5638_atraditionaldancebeginningwiththeparticipantsformingacircle,a traditional dance beginning with the participants forming a circle,,
5639_towandertouraround,"to wander, tour around",3666,WANDER
5640_todwelltogethertobeaneighbour,"to dwell together, to be a neighbour",,
5641_tolodgetotakerefugetobeprotected,"to lodge, to take refuge, to be protected",,
5642_protectedguestforeigner,"protected, guest, foreigner",1782,GUEST
5643_protectedcitizenstranger,"protected citizen, stranger",791,STRANGER
5644_todwellasalien,to dwell as alien,,
5645_foreignalienstrangerforeigner,"foreign, alien; stranger, foreigner",791,STRANGER
5646_neighbour,neighbour,1332,NEIGHBOUR
5647_masterlordbuisinesspartner,"master, lord; buisiness partner",383,MASTER
5648_piece,piece,594,PIECE
5649_decreeresolution,"decree, resolution",,
5650_toformfashiontocuttoexcise,"to form, fashion; to cut; to excise",1432,CUT
5651_tocircumcise,to circumcise,,
5652_toslaughterforabride,to slaughter for a bride,,
5653_tochoke,to choke,129,CHOKE
5654_iitogobblefood,II. to gobble (food),,
5655_tochokeonsomethingstuckinthethroat,to choke on something stuck in the throat,,
5656_tochokeonsomething,to choke on something,,
5657_innerroomlivingquarters,"inner room, living quarters",,
5658_roomchamber,"room, chamber",1450,ROOM
5659_darkroom,dark room,,
5660_achamberthatconcealsaperson,a chamber that conceals a person,,
5661_chamber,chamber,,
5662_tradingstall,trading stall,,
5663_todwelltoreside,"to dwell, to reside",363,"DWELL (LIVE, RESIDE)"
5664_toputupasunshadesheltertent,"to put up a sunshade, shelter, tent",1316,TENT
5665_caveusedasahouseorpen,cave used as a house or pen,794,PEN
5666_tobewise,to be wise,698,WISE
5667_toknowtobecomewisetobeabletounderstand,to know; to become wise; to be able; to understand,3626,KNOW
5668_togivejudgmenttoordertodecreetobewisetopreventtorestraintowitholdfromevil,"to give judgment; to order, to decree; to be wise; to prevent, to restrain, to withold from evil",1128,ORDER
5669_settlementofdispute,settlement of dispute,,
5670_torestrain,to restrain,,
5671_palatethroat,"palate, throat",1346,THROAT
5672_palatesoftpalate,"palate, soft palate",540,PALATE
5673_tomunchtochewtoeat,"to munch, to chew, to eat",1336,EAT
5674_gumandpalate,gum and palate,,
5675_gumandallthepalate,gum and all the palate,,
5676_palateanduvula,palate and uvula,,
5677_toforbid,to forbid,83,FORBID
5678_hiptoputunderaban,(hip.) to put under a ban,,
5679_aptoconsecratedevote,"(ap.) to consecrate, devote",,
5680_tobeforbiddenprohibited,"to be forbidden, prohibited",,
5681_toputunderrestraint,to put under restraint,,
5682_proclamersacretoproclaimsacred,proclamer sacré (to proclaim sacred),,
5683_tobeforbidden,to be forbidden,,
5684_torepenttoswearnottodosomething,to repent; to swear not to do something,1875,REGRET
5685_tobringdisasterbydoingsomethingforbidden,to bring disaster by doing something forbidden,,
5686_togatherfirewood,to gather firewood,,
5687_woodcutter,woodcutter,,
5688_tocollectfirewood,to collect firewood,,
5689_tocutwoodtosplitwoodtogatherwood,"to cut wood, to split wood; to gather wood",,
5690_tofetchcollectfirewood,"to fetch, collect firewood",3551,FETCH
5691_tofetchwood,to fetch wood,,
5692_strengthvigour,"strength, vigour",202,STRENGTH
5693_power,power,2526,POWER
5694_strengthforcepowervigor,"strength, force, power, vigor",202,STRENGTH
5695_strengthpowermight,"strength, power, might",202,STRENGTH
5696_powermight,"power, might",2526,POWER
5697_resourcesmeansaid,"resources, means, aid",,
5698_powerstrength,"power, strength",202,STRENGTH
5699_tohide,to hide,2486,HIDE
5700_tohidecoverconceal,"to hide, cover, conceal",2486,HIDE
5701_tohidetoconceal,"to hide, to conceal",2486,HIDE
5702_tohideconceal,"to hide, conceal",2486,HIDE
5703_hideconceal,"hide, conceal",602,HIDE (CONCEAL)
5704_topassbytoleavebehindtoreplace,"to pass by, to leave behind, to replace",558,PASS BY
5705_substitute,substitute,,
5706_typeofcloakorcape,type of cloak or cape,1662,CAPE
5707_topassontopassawayhiptochangetosubstitute,"to pass on, to pass away; (hip.) to change, to substitute",1264,CHANGE
5708_tochangealtercompletelytosubstitutetobedifferentsuccessive,"to change, alter completely; to substitute; to be different, successive",1264,CHANGE
5709_tofollowtosucceed,"to follow, to succeed",1085,FOLLOW
5710_topassby,to pass by,558,PASS BY
5711_tosucceedtocomeafter,"to succeed, to come after",1112,SUCCEED
5712_totaketheplaceofsomeone,to take the place of someone,,
5713_tofollowtoreplace,"to follow, to replace",1085,FOLLOW
5714_tobedeficienttolose,to be deficient; to lose,1660,LOSE
5715_tofailtobemissing,"to fail, to be missing",3861,FAIL
5716_todecrease,to decrease,2864,DECREASE
5717_tobewantingdecreasetoperishtolose,"to be wanting, decrease; to perish; to lose",1660,LOSE
5718_tosufferlossordiminution,to suffer loss or diminution,,
5719_payerleprixtopaytheprice,payer le prix (to pay the price),,
5720_tobedisgracedtobewasted,to be disgraced; to be wasted,,
5721_topayabrideprice,to pay a brideprice,,
5722_tolosetopayabrideprice,to lose; to pay a brideprice,1660,LOSE
5723_todigdrivein,"to dig, drive in",1418,DIG
5724_hollowoutdig,"hollow out, dig",1418,DIG
5725_todigtodredge,"to dig, to dredge",1418,DIG
5726_digmakeholes,"dig, make holes",1418,DIG
5727_tobestablehave,"to be (stable), have",773,HAVE
5728_tobetakeplaceoccur,"to be, take place, occur",1579,BE
5729_tobebecomeexist,"to be, become, exist",1579,BE
5730_tofacetobeinfrontof,"to face, to be in front of",1560,FACE
5731_pitoaccepttoreceive,"(pi.) to accept, to receive",694,GET
5732_togotowardsmeettoopposebeinfront,"to go towards, meet; to oppose, be in front",1831,MEET
5733_toreceivetoaccept,"to receive, to accept",694,GET
5734_toaccept,to accept,3898,ACCEPT
5735_during,during,,
5736_toreceive,to receive,694,GET
5737_togoouttomeettoapproachtoreceive,"to go out to meet, to approach, to receive",1778,APPROACH
5738_tocomeforwardtoarrive,"to come forward, to arrive",1387,ARRIVE
5739_tobeoppositeto,to be opposite to,,
5740_voiceshoutcry,"voice, shout, cry",1363,VOICE
5741_voicesoundnoise,"voice, sound, noise",1363,VOICE
5742_thingsaid,thing said,,
5743_voiceword,"voice, word",1599,WORD
5744_tothrowstonesfromasling,to throw (stones from a sling),1456,THROW
5745_sling,sling,387,SLING
5746_toslingstones,to sling stones,,
5747_tolettoallowtoleave,"to let, to allow, to leave",1752,LEAVE
5748_tolettoallow,"to let, to allow",3238,ALLOW
5749_tothrow,to throw,1456,THROW
5750_tobejealous,to be jealous,2821,JEALOUS
5751_toenvybejealous,"to envy, be jealous",2821,JEALOUS
5752_zealdesire,"zeal, desire",2960,LONGING (WISH)
5753_beenviousbejealousbeeager,"be envious, be jealous, be eager",2821,JEALOUS
5754_tobeenvioustoenvy,"to be envious, to envy",40,ENVY
5755_summer,summer,1342,SUMMER
5756_summersummerfruit,summer; summer fruit,1342,SUMMER
5757_summercrops,summer crops,,
5758_summersummerfruitsummerharvest,summer; summer fruit; summer harvest,1342,SUMMER
5759_mostintensiveheatofsummer,most intensive heat of summer,,
5760_summerseasonsummercrops,summer season; summer crops,,
5761_summerbeforetherains,summer before the rains,,
5762_springsummerbeforerains,"spring, summer before rains",1537,SPRINGTIME
5763_toacquiretopossess,"to acquire, to possess",3892,ACQUIRE (SOMETHING)
5764_toacquire,to acquire,3892,ACQUIRE (SOMETHING)
5765_livestock,livestock,631,LIVESTOCK
5766_toacquirebuy,"to acquire, buy",3892,ACQUIRE (SOMETHING)
5767_toacquirepossess,"to acquire, possess",3892,ACQUIRE (SOMETHING)
5768_sheeporgoatsacquiredaspermanentpossession,sheep or goats acquired as permanent possession,1331,SHEEP
5769_togaintoacquire,"to gain, to acquire",3892,ACQUIRE (SOMETHING)
5770_acquire,acquire,3892,ACQUIRE (SOMETHING)
5771_acquirebuy,"acquire, buy",1869,BUY
5772_toreigntorule,"to reign, to rule",1846,RULE
5773_topossesstodominate,to possess; to dominate,684,OWN
5774_tobeskilfulexperienced,"to be skilful, experienced",2218,EXPERIENCED
5775_warriorsoldier,"warrior, soldier",1941,SOLDIER
5776_capableefficientskilled,"capable, efficient, skilled",807,SKILLED
5777_pitohastentofetchquickly,(pi.) to hasten; to fetch quickly,754,HURRY
5778_skilfulexperienced,"skilful, experienced",1824,DEXTEROUS
5779_skilledclever,"skilled, clever",1310,CLEVER
5780_tobeskilledexpert,"to be skilled, expert",807,SKILLED
5781_contingentofbedouinmercenaries,contingent of bedouin mercenaries,,
5782_toteach,to teach,709,TEACH
5783_tostudy,to study,1929,STUDY
5784_totryanddosomethingtothinkonecandosomething,to try and do something; to think one can do something,,
5785_tomakeanexcusetogotorunaway,"to make an excuse to go, to run away",2142,RUN AWAY
5786_slytwofaced,"sly, twofaced",,
5787_dowry,dowry,3168,DOWRY
5788_dowrypricebrideprice,"dowry, price, brideprice",657,PRICE
5789_bridemoney,bridemoney,,
5790_bridalgiftdowry,"bridal gift, dowry",3168,DOWRY
5791_dowrynuptialgift,"dowry, nuptial gift",3168,DOWRY
5792_brideprice,brideprice,,
5793_towipecleantoerase,"to wipe clean, to erase",,
5794_tocleanwipeerase,"to clean, wipe, erase",2235,CLEAN (SOMETHING)
5795_towipeclean,to wipe clean,,
5796_toeraseefface,"to erase, efface",,
5797_uprootpluckouttearaway,"uproot, pluck out, tear away",,
5798_from,from,693,FROM
5799_fromoutof,"from, out of",693,FROM
5800_fromoutoffromwithin,"from, out of, from within",693,FROM
5801_fromoutofsomeofwith,"from, out of, (some) of; with",1340,WITH
5802_fromnegativeofanorderlestthanthanthatwhenfromthetimethat,"from; negative of an order; lest; than, than that; when, from the time that",1238,WHEN
5803_fromof,"from, of",693,FROM
5804_tohurttowound,"to hurt, to wound",2411,HURT (SOMEBODY)
5805_hiptostriketosmite,"(hip.) to strike, to smite",353,STRIKE
5806_toinjureharm,"to injure, harm",44,INJURE
5807_tobedefeatedanenemy,to be defeated (an enemy),3535,BE DEFEATED
5808_mischievousperson,mischievous person,,
5809_toinjuretodiminish,"to injure, to diminish",44,INJURE
5810_toinjuretohurttodamage,"to injure, to hurt, to damage",44,INJURE
5811_tohurt,to hurt,2411,HURT (SOMEBODY)
5812_self,self,1993,SELF
5813_selfdesirepersongravestone,"self, desire, person, gravestone",683,PERSON
5814_breathsoullifelivingbeing,breath; soul; life; living being,210,LIFE
5815_soulpersonfuneralpyramid,soul; person; funeral pyramid,683,PERSON
5816_soulspiritself,"soul, spirit; self",811,SOUL
5817_soullifepersonselfetc,"soul, life, person, self, etc.",683,PERSON
5818_amepersonnesoimemesoulpersonself,"âme, personne, soimême (soul, person, self)",683,PERSON
5819_toforgetneglectoverlook,"to forget, neglect, overlook",1523,FORGET
5820_tobeforgottenforget,to be forgotten; forget,1523,FORGET
5821_toforgetleavebehind,"to forget, leave behind",1523,FORGET
5822_toberaw,to be raw,1959,RAW
5823_rawunderdonemeat,"raw, underdone (meat)",1959,RAW
5824_tobeunsufficientlycooked,to be unsufficiently cooked,,
5825_unleavenedbread,unleavened bread,,
5826_rawuncooked,"raw, uncooked",1959,RAW
5827_toseparatetodistinguish,"to separate, to distinguish",1359,SEPARATE
5828_nipbetreatedspeciallybeexcellent,"(nip.) be treated specially, be excellent",,
5829_separatefromsuckingwean,"separate from sucking, wean",,
5830_toseparatedividedistinguish,"to separate, divide, distinguish",1359,SEPARATE
5831_tospread,to spread,38,SPREAD OUT
5832_toextendtoapplyacoatofamaterial,"to extend, to apply a coat of a material",,
5833_tospreadout,to spread out,38,SPREAD OUT
5834_toextend,to extend,,
5835_curtaincovering,"curtain, covering",2621,CURTAIN
5836_covercurtain,"cover, curtain",761,COVER
5837_curtainflapsailcoveringcarpetfruitofcedar,"curtain, flap, sail; covering; carpet; fruit of cedar",2621,CURTAIN
5838_coveringtunicgarment,covering; tunic; garment,1895,CLOTHES
5839_tospreadover,to spread over,,
5840_athingthatisspreadupontheground,a thing that is spread upon the ground,,
5841_carpetmattress,"carpet, mattress",292,RUG
5842_tobearfruit,to bear fruit,3054,BEAR FRUIT
5843_togrowtobearfruit,"to grow, to bear fruit",479,GROW
5844_tobefruitful,to be fruitful,,
5845_toproducefruit,to produce fruit,,
5846_tobecomeripetoripen,"to become ripe, to ripen",179,RIPEN
5847_tocrumbletobreakintosmallpieces,"to crumble, to break into small pieces",,
5848_tocrumble,to crumble,,
5849_amorselofbread,a morsel of bread,,
5850_tobreaktotearoff,"to break, to tear off",680,BREAK (DESTROY OR GET DESTROYED)
5851_crumblebreaksthintosmallpieces,"crumble, break sth into small pieces",,
5852_breakoffapiecefracturecrush,"break off a piece, fracture, crush",1520,CRUSH
5853_togiveoutappointaportion,"to give out, appoint a portion",,
5854_toforceopentobreakin,"to force open, to break in",,
5855_tocrumblebread,to crumble bread,,
5856_breakintosmallpieces,break into small pieces,,
5857_toscratchoff,to scratch off,,
5858_topeeloffthebarkofatree,to peel off the bark of a tree,,
5859_topeeloff,to peel off,,
5860_topracticedivination,to practice divination,,
5861_toseekdivinationtopredict,"to seek divination, to predict",,
5862_toforetellpracticedivination,"to foretell, practice divination",,
5863_xtoseektoknowwhatwasallottedtohimbymeansofdivinatoryarrows,X. to seek to know what was allotted to him by means of divinatory arrows,,
5864_decisionoraculaireoraculardecision,décision oraculaire (oracular decision),,
5865_tobeshort,to be short,1645,SHORT
5866_tobeorbecomeshort,to be or become short,1579,BE
5867_toenclosewithawalltoblockadetodelimit,"to enclose with a wall, to blockade, to delimit",,
5868_tofallshortinaracetogiveshortmeasure,"to fall short (in a race), to give short measure",,
5869_tofallshortnottokeepuptogiveshortmeasure,"to fall short, not to keep up; to give short measure",,
5870_tosendamessage,to send a message,,
5871_messenger,messenger,,
5872_businesswork,"business, work",1086,WORK (ACTIVITY)
5873_toactasamessenger,to act as a messenger,,
5874_schickentosend,schicken (to send),,
5875_tosendtocommission,"to send, to commission",1127,SEND
5876_lettermessagedutybusinessservice,"letter, message; duty, business, service",1612,LETTER
5877_toseduce,to seduce,,
5878_tobesimpleinexpertgulliblepitoseduce,"to be simple, inexpert, gullible; (pi.) to seduce",686,EASY
5879_ayouth,a youth,,
5880_enfantpetitgarconchildlittleboy,"enfant, petit garçon (child, little boy)",,
5881_todesiretolovetocovettolustfor,"to desire, to love, to covet, to lust for",923,LOVE
5882_towantwishdesire,"to want, wish, desire",1784,WANT
5883_1toejaculate2tobefulfilledadream,1. to ejaculate; 2. to be fulfilled (a dream),,
5884_toloseinagame,to lose (in a game),3072,MISPLACE
5885_tobewidebroad,"to be wide, broad",1243,WIDE
5886_wide,wide,1243,WIDE
5887_openoneselfwidehipmakewideextensive,"open oneself wide; hip: make wide, extensive",1745,HIP
5888_tobespaciousample,"to be spacious, ample",,
5889_breadth,breadth,,
5890_tobewidebroadlarge,"to be wide, broad, large",1202,BIG
5891_tobewide,to be wide,1243,WIDE
5892_tobebroadwide,"to be broad, wide",1243,WIDE
5893_hunger,hunger,1864,HUNGER
5894_hambrehunger,hambre (hunger),,
5895_hungerfamine,"hunger, famine",1864,HUNGER
5896_toembroider,to embroider,,
5897_frecklesspots,"freckles, spots",,
5898_tomarktovariegateapieceofclothtowrite,"to mark, to variegate a piece of cloth; to write",1672,WRITE
5899_toembroidermakefiguresonparchmentwrite,"to embroider, make figures on parchment; write",1672,WRITE
5900_spear,spear,945,SPEAR
5901_lancespear,"lance, spear",945,SPEAR
5902_spearlance,"spear, lance",945,SPEAR
5903_lance,lance (?),,
5904_spearwand,"spear, wand",945,SPEAR
5905_wandarrow,"wand, arrow",977,ARROW
5906_tohealtoprotect,"to heal, to protect",2900,PROTECT
5907_toheal,to heal,499,CURE
5908_curemedication,"cure, medication",1372,MEDICINE
5909_tocurestrengthen,"to cure, strengthen",499,CURE
5910_toreconciletoappeasetocalm,"to reconcile, to appease, to calm",258,CALM
5911_concordtranquility,"concord, tranquility",,
5912_safeguard,safeguard,,
5913_schutzentoprotect,schützen (to protect),,
5914_reparatorrestitutormedicusrepairerrestorerdoctor,"reparator, restitutor (medicus) (repairer, restorer, doctor)",597,PHYSICIAN
5915_torelax,to relax,168,REST
5916_togrowslack,to grow slack,,
5917_tobelaxslack,"to be lax, slack",2506,LOOSE
5918_tobegladsatisfied,"to be glad, satisfied",2192,REJOICE
5919_totakepleasureinbefavourabletosomeonebewelldisposed,"to take pleasure in, be favourable to someone, be well disposed",,
5920_contentedpleasingwilling,"contented, pleasing, willing",,
5921_tobepleasedcontentsatisfied,"to be pleased, content, satisfied",3967,CONTENT
5922_topleasesatisfy,"to please, satisfy",2691,PATERNAL AUNT (FATHER'S SISTER)
5923_plaireaqqnsatisfairetopleasesomeonetosatisfy,"plaire à qqn, satisfaire (to please someone, to satisfy)",2691,PATERNAL AUNT (FATHER'S SISTER)
5924_tobeacceptableagreeable,"to be acceptable, agreeable",,
5925_tobegladtoapprove,"to be glad, to approve",2192,REJOICE
5926_torun,to run,1519,RUN
5927_toruncompete,"to run, compete",1519,RUN
5928_torungo,"to run, go",1519,RUN
5929_tendonvein,"tendon, vein",1924,VEIN
5930_todividetoseparate,"to divide, to separate",1119,DIVIDE
5931_separationisolation,"separation, isolation",,
5932_alonedisconnected,"alone, disconnected",1964,ALONE
5933_solitary,solitary,,
5934_solitude,solitude,,
5935_patodispersetoscatter,"(pa.) to disperse, to scatter",3705,SCATTER
5936_tobeconfoundeddisorderedtorushoutspreadabroad,"to be confounded, disordered; to rush out, spread abroad",,
5937_topartoneslegstoretiretowithdrawiitoseparatetodispersetodissipate,"to part one’s legs; to retire, to withdraw; II. to separate, to disperse, to dissipate",,
5938_period,period,508,PERIOD
5939_periodeperiod,période (period),,
5940_serieschangefluctuation,"series, change, fluctuation",1264,CHANGE
5941_toperishtodisappeartodecay,"to perish, to disappear, to decay",485,DISAPPEAR
5942_toseparatetodetach,"to separate, to detach",1359,SEPARATE
5943_tostandupsuddenlytoleattoonesfeettogetuptorise,"to stand up suddenly, to leat to one’s feet; to get up, to rise",1512,RISE (ONESELF)
5944_toseparate,to separate,1359,SEPARATE
5945_tobringgoodtidings,to bring good tidings,,
5946_toreporttobringgoodnews,"to report, to bring (good) news",,
5947_pitobringgoodtidings,(pi.) to bring good tidings,,
5948_patobringgoodtidings,(pa.) to bring good tidings,,
5949_iitobringgoodtidings,II. to bring good tidings,,
5950_tobringgoodnews,to bring good news,,
5951_tobefrightenedconfused,"to be frightened, confused",3858,CONFUSED
5952_tobehorrifiedoutofonessenses,"to be horrified, out of one’s senses",,
5953_tobefrightenedexcited,"to be frightened, excited",3972,EXCITED
5954_quietleisuryindifferentquietmutemostserene,"quiet; leisury, indifferent; quiet, mute; most serene",1314,QUIET
5955_tocutinpieces,to cut in pieces,,
5956_portion,portion,,
5957_childlesswoman,childless woman,,
5958_tocuttohit,"to cut, to hit",1432,CUT
5959_tobecomeunarmed,to become unarmed,,
5960_leaflesstree,leafless (tree),,
5961_todivideintwotosplit,"to divide in two, to split",1437,SPLIT
5962_todivideintwotosplittoseparate,"to divide in two, to split, to separate",1437,SPLIT
5963_tosplitwood,to split wood,,
5964_tosplitwoodtocuttoaxtobreakonesheadopen,"to split wood, to cut, to ax; to break one's head open",1432,CUT
5965_tosplitwoodtocleavetodivide,"to split wood, to cleave, to divide",1119,DIVIDE
5966_tosplitwoodtoquarryrock,"to split wood, to quarry rock",,
5967_tosplitwoodwithanax,to split wood with an ax,,
5968_toteartocut,"to tear, to cut",1432,CUT
5969_tostopcutofftostaunchtodecidetoapportiontodivideanumberawhole,"to stop, cut off, to staunch; to decide; to apportion, to divide a number, a whole",685,DECIDE
5970_secret,secret,1121,SECRET
5971_tobreakbread,to break bread,,
5972_togiveacleardecision,to give a clear decision,,
5973_toseparatetoexplain,to separate; to explain,1359,SEPARATE
5974_todivide,to divide,1119,DIVIDE
5975_translatedsectionbysection,translated section by section,,
5976_toleavetodepart,"to leave, to depart",1752,LEAVE
5977_tostateexplicitlytoexplain,"to state explicitly, to explain",1626,EXPLAIN
5978_wonders,wonders,,
5979_towithdrawtoseparateoneselfpatoexpressclearlytostatespecifically,"to withdraw, to separate oneself; (pa.) to express clearly, to state specifically",,
5980_toseversunderbreak,"to sever, sunder, break",680,BREAK (DESTROY OR GET DESTROYED)
5981_miracle,miracle,2541,MIRACLE
5982_tounderstandtodiscernaphtoexplaintoinstruct,"to understand, to discern; (aph.) to explain, to instruct",1536,UNDERSTAND
5983_totearapart,to tear apart,1735,TEAR (SHRED)
5984_tobreaktocrushtobruise,"to break, to crush, to bruise",1520,CRUSH
5985_boundarywalloffield,boundary wall of field,,
5986_todemolishtodestroy,"to demolish, to destroy",681,DESTROY
5987_toberuinedtoperish,"to be ruined, to perish",2865,DIE (FROM ACCIDENT)
5988_tocollapsetocrumbletodestroytobreak,"to collapse, to crumble; to destroy, to break",681,DESTROY
5989_tofallaparttocollapsetobedemolisheddestroyedtobetorndowntobeinvalidtobeviolated,"to fall apart, to collapse; to be demolished, destroyed; to be torn down; to be invalid, to be violated",,
5990_todemolishtodestroytoannulcontracttoviolateanagreement,"to demolish, to destroy; to annul (contract), to violate (an agreement)",681,DESTROY
5991_tobedemolished,to be demolished,,
5992_tomashpotatoes,to mash (potatoes),,
5993_toseparatetodistinguishbetweentrueandfalse,"to separate, to distinguish (between true and false)",1359,SEPARATE
5994_tobeinlitigation,to be in litigation,,
5995_justicejudgment,"justice, judgment",1067,JUDGMENT
5996_topartcompanyasenemies,to part company as enemies,,
5997_tocuttoteartodividetodetachtoseparate,"to cut, to tear; to divide, to detach, to separate",1432,CUT
5998_toclearaway,to clear away(?),,
5999_grapesthathavefalleninavineyard,grapes that have fallen in a vineyard,,
6000_toopenwidesplit,"to open wide, split",1437,SPLIT
6001_specificstatementparticularcase,"specific statement, particular case",,
6002_tosplittobreachtospecify,"to split, to breach; to specify",1437,SPLIT
