ID	DOCULECT	CONCEPT	VALUE	TOKENS	NOTE	COGID
23484	Tigrinya	kidney	kʷəlit		(Bass. 617)	737
11880	Amharic	kidney	kulalit		(AED 1368)	737
11879	Amharic	kidney	kulit		(AED 1371)	737
11881	Argobba	kidney	kullay		(Leslau 1997: 208)	737
23486	Harari	kidney	kulāy		(EDH 92)	737
23487	Selti	kidney	kilāyo		(EDG 342)	737
23488	Wolane	kidney	kəlayo		(EDG 342)	737
23489	Zway	kidney	həlāyo		(EDG 342)	737
23485	Gafat	kidney	kullalit		(LGaf. 209)	737
11877	Gogot	kidney	kəlayo		(EDG 342)	737
11878	Soddo	kidney	kəlayo		(EDG 342)	737
23490	Mehri	kidney	kəlyīt		(ML 209)	737
6478	Jibbali	kidney	kuẑέt		(JL 131)	737
23491	Harsusi	kidney	kelīt		(HL 68)	737
7097	Soqotri	kidney	kέḷe, kéḷoyt		(LS 219; CSOL II 499)	737
	PS	tuft of hair	*ŝVp-		(SED I 259, Kogan 2015: 539)	738
6505	Akkadian	wool, fleece	šipātu		(CAD Š₃ 57, AHw. 1244)	738
25665	Hebrew	moustache	ŝāpām		(HALOT 1348)	738
6506	Arabic	lock of hair	šaˁfat­-		(BK 1 1240, Lane 1562)	738
6507	Tigrinya	ciglia degli occhi (eye lashes)	šifašǝfti		(TED 877, Bassano 1918: 239)	738
6508	Amharic	eyebrow	šǝfašǝft		(AED 667)	738
	PWS	finger	*ˀiṣbaˁ-		(SED I No. 256)	739
8946	Akkadian	finger	NI-iṣ-bit-tú		(CAD N₂ 190, AHw. 782)	739
8945	Ebla	ŠU.TUR	IŠ-ba-um, ì-SA-ba-um		(VE 500)	739
8938	Ugaritic	finger	ˀuṣbˁ		(DLU 55)	739
8939	Hebrew	finger	ˀäṣbaˁ		(HALOT 81)	739
17728	Official Aramaic	finger	ˀṣbˁ		(DNWSI 98)	739
17729	Official Aramaic	certain measure of length, finger	ṣbˁ		(DNWSI 958)	739
17730	Biblical Aramaic	Finger, Zehe	ˀäṣbəˁān (pl.f.)		(HALOT 1673)	739
17727	Jewish Palestinian Aramaic	finger, toe	ˀṣbˁ, ˀṣbˁh,		(DJPA 72)	739
8940	Jewish Babylonian Aramaic	finger, esp. index finger	ˀaṣbˁā		(Jastrow 110, DJBA 159b)	739
8943	Syriac	finger, toe	ṣebˁā		(LSyr. 620, SL 1272)	739
17732	Mandaic	finger, toe	ṣibita, ˁṣba		(MD 389)	739
6591	Arabic	finger	ˀiṣbaˁ-, ˀaṣbaˁ-, ˀiṣbiˁ-, ˀaṣbiˁ-, ˀaṣbuˁ-, ˀiṣbuˁ-, ˀuṣbuˁ-, ˀuṣbiˁ-, ˀuṣbūˁ-		(Lane 1646, BK 1 1307)	739
11344	Sabaic	finger	ˀṣbˁ		(SD 140)	739
6592	Geez	finger	ˀaṣbaˁ(ə)t		(CDG 45)	739
6593	Tigre	finger	č̣əbˁət		(WTS 627)	739
6594	Tigrinya	finger	ˀaṣabəˁ, ˀaṣbaˁti, ṣäbaˁti		(TED 1545)	739
6735	Amharic	finger	ṭat, ṣat, əṭat		(AED 1252, 2253, 1338)	739
6736	Argobba	finger	ṭad, ṭawt, ṭaˁut		(Leslau 1997:223, 224, AAD 472)	739
6737	Harari	finger	aṭābiñña		(EDH 36)	739
6739	Selti	finger	ənṭābit		(EDG 108)	739
6738	Wolane	finger	ənṭabit		(EDG 108)	739
6740	Zway	finger	ənṭābit		(EDG 108)	739
6741	Gafat	main	ṣatä		(Leslau 1956:237)	739
6751	Chaha	main	atebät		(EDG 764)	739
6752	Ezha	main	atebät		(EDG 764)	739
6750	Endegen	main	aṭe		(EDG 642)	739
6748	Endegen	main	aṭeyä		(EDG 546)	739
6747	Ennemor	main	aṭeyä		(EDG 546)	739
6749	Gyeto	main	aṭeyä		(EDG 546)	739
6746	Gyeto	main	aṭayḇä		(EDG 282)	739
6742	Muher	main	aṭebät		(EDG 108)	739
6743	Masqan	main	aṭebät		(EDG 108)	739
6744	Gogot	main	aṭebät		(EDG 108)	739
6745	Soddo	main	aṭabät		(EDG 159)	739
8941	Mehri	finger; toe	ṣ̌əbáˀ		(ML 397)	739
8942	Jibbali	finger	ˀiṣbáˁ		(JL 5)	739
25664	Harsusi	finger	ḥaṣ̌báˀ		(HL 126 )	739
3144	Soqotri	finger	éṣbeˁ		(LS 70; CSOL I 478; CSOL II 394; Naumkin et al. 2015a:58)	739
	PS	gall, gall bladder	*mVr(V)r-at-		(SED I No. 188; Kogan 2011: 219)	741
6670	Akkadian	gall, gall bladder	martu		(CAD M₁ 297, AHw. 614)	741
7110	Hebrew	gallbladder	mərōrā, mərērā		(HALOT 639)	741
24388	Jewish Babylonian Aramaic	gall	mərirtā		(Jastrow 843)	741
7112	Syriac	gall	mrārāta		(LSyr. 400, SL 839)	741
7111	Syriac	gall, bile	mertā		(LSyr. 400, SL 839)	741
24389	Mandaic	gall, bile, venom	mirta		(MD 270)	741
7113	Arabic	fiel, bile (gall, bile)	mirrat-		(BK 2 1084, Lane 2701)	741
24390	Tigre	gall	märänät		(WTS 114)	741
24391	Argobba	bile	märara		(LArg. 213)	741
7114	Harari	bile	mərār		(EDH 111)	741
7115	Mehri	gall, gallbladder	mərrāt		(ML 268)	741
7116	Jibbali	gallbladder	mεrrɔ́t		(JL 173)	741
24392	Harsusi	bile, gall	merrét		(HL 89)	741
	PWS	teat, breast	*ṭVb-		(SED I No. 277, Kogan 2015: 458)	744
10631	Arabic	teat	ṭiby-, ṭuby		(BK 2 58, Lane 1830)	744
6790	Geez	breast	ṭəb		(CDG 587)	744
6791	Tigre	breast, teat	ṭəb		(WTS 616)	744
6792	Tigrinya	breast, teat, bosom, dug	ṭub		(TED 2458)	744
6793	Amharic	breast, nipple, teat, bosom	ṭut		(AED 2139)	744
6794	Argobba	breast	ṭut, ṭəw		(Leslau 1997:222, AAD 470)	744
6795	Harari	breast, bosom, udder	ṭōt		(EDH 156)	744
6796	Selti	breast	ṭub		(EDG 607)	744
6797	Wolane	breast	ṭub		(EDG 607)	744
6798	Zway	breast	ṭub		(EDG 607)	744
6799	Gafat	sein (breast)	ṭǔwwä, ṭəbwä, ṭəbuwä, ṭəbo		(Leslau 1956:242)	744
6806	Chaha	breast	ṭu		(EDG 607)	744
6803	Ezha	breast	ṭəw, ṭu		(EDG 607)	744
6807	Ennemor	breast	ṭu		(EDG 607)	744
6808	Gyeto	breast	ṭu		(EDG 607)	744
6804	Muher	breast	ṭəwəyyä		(EDG 607)	744
6800	Masqan	breast	ṭəb		(EDG 607)	744
6801	Gogot	breast	ṭəbuyya		(EDG 607)	744
6805	Gogot	breast	ṭəwuyyä		(EDG 607)	744
6802	Soddo	breast	ṭəbuyya, ṭəwuyya		(EDG 607)	744
10633	Mehri	teat, nipple	wōṭəb		(ML 433)	744
25364	Jibbali	teat of a camel	έṭəb		(JL 294)	744
25711	Harsusi	teat	ḥāṭeb		(HL 138 )	744
3166	Soqotri	teat, nipple	áˀaṭab or áṭab		(LS 57; CSOL I 480; CSOL II 397)	744
	PES	molar tooth	*ṭirs­		(SED II No. 275)	745
6878	Geez	molar tooth	ḍǝrs		(CDG 153)	745
6883	Tigrinya	tooth	ṭǝrsi		(TED 2425, CDG 153)	745
203	Amharic	tusk, tooth	ṭərs		(AED 2115)	745
	PS	spleen	*ṭiḥāl-		(SED I No. 278; Kogan 2011: 219)	747
7117	Ugaritic	spleen	ṭḥl		(Del Olmo Religión 238)	747
7118	Hebrew	spleen	ṭəḥōl		(Jastrow 528)	747
25712	Jewish Babylonian Aramaic	spleen	ṭəḥōlā, ṭaḥălā		(Jastrow 528)	747
7119	Syriac	spleen	ṭḥālā		(LSyr. 272, SL 523)	747
17594	Mandaic	spleen	ṭihaila, ṭahila, ṭahala, ṭahaila		(MD 173)	747
7120	Arabic	spleen	ṭiḥāl-		(BK 2 61, Lane 1830)	747
7121	Harari	spleen	ṭāḥa		(Leslau 1997: 223)	747
17596	Selti	spleen	ṭār		(EDG 616)	747
17597	Wolane	spleen	ṭalä		(EDG 616)	747
17602	Chaha	spleen	ṭar		(EDG 616)	747
17605	Ezha	spleen	ṭara		(EDG 616)	747
17604	Endegen	spleen	ṭara		(EDG 616)	747
17603	Ennemor	spleen	ṭara		(EDG 616)	747
17606	Gyeto	spleen	ṭāra		(EDG 616)	747
17598	Muher	spleen	ṭala		(EDG 616)	747
17599	Masqan	spleen	ṭala		(EDG 616)	747
17600	Gogot	spleen	ṭala		(EDG 616)	747
17601	Soddo	spleen	ṭala		(EDG 616)	747
	PS	spleen	*ṭVlḥīm-		(SED I No. 278; Kogan 2011: 219)	748
7123	Akkadian	spleen	ṭulīmu		(CAD Ṭ 124, AHw. 1394)	748
7124	Ebla	black intestine	ṭì-ˀà-mu		(VE 582)	748
7125	Mehri	spleen	ṭεlḥáym		(ML 410)	748
7126	Jibbali	spleen	ṭεlḥím		(JL 277)	748
	PS	clitoris, vagina	*bVnṯ̣ur-		(SED I No. 37, Kogan 2011: 219)	749
7130	Akkadian	vulva, female genitals	biṣṣūru		(CAD B 268, AHw. 131)	749
7131	Arabic	clitoris	bunḏ̣ur-, bayḏ̣ar-, baḏ̣r-, baḏ̣ar-		(BK 1 139, Lane 222)	749
	PS	vulva	*ṯapr-		(SED I No. 282; Kogan 2011: 219)	750
7132	Akkadian	thigh	šapru		(CAD Š₁ 480, AHw. 1175)	750
7133	Arabic	vulva, vagina	ṯafr-		(Lane 340)	750
25715	Mehri	behind (bottom)	mətfī́r		(SSL 2 243)	750
	PS	foreskin	*γurl(-at)-		(SED I No. 108; Kogan 2011: 219)	751
7134	Akkadian	foreskin	urullu		(CAD U–W 270, AHw. 1436)	751
7135	Hebrew	foreskin	ˁorlā		(HALOT 886)	751
22827	Jewish Palestinian Aramaic	foreskin	ˁorlā		(DJPA 420)	751
7160	Jewish Babylonian Aramaic	foreskin	ˁurlā, ˁurltā		(Jastrow 1058,  DJBA 849a)	751
22824	Syriac	foreskin	ˁurlūtā		(LSyr. 548)	751
7159	Arabic	foreskin	γurlat-		(BK 2 460, Lane 2252)	751
	PS	penis	*paḥl-		(SED I No. 210; Kogan 2011: 219)	752
7166	Akkadian	thigh	paḫallu		(CAD P 20, AHw. 810)	752
7168	Akkadian	stud, breed animal	puḫālu		(CAD P 479, AHw. 875)	752
7167	Ugaritic	donkey	pḥl		(WUS 254)	752
7165	Syriac	testicles	pāḥlātā		(LSyr. 562, SL 1178)	752
7164	Mandaic	male organ, phallus(?)	pihla		(MD 370)	752
7169	Arabic	stallion, male animal used for fecundation	faḥl-		(BK 2 549, Lane 2345)	752
15067	Arabic	the male palmtree	fuḥḥāl-		(Lane 2346)	752
17976	Geez	to be lasxivious, sexually aroused (animals)	faḥala		(CDG 156)	752
17979	Chaha	to have intercourse	fäna		(EDG 240)	752
17980	Ezha	to have intercourse	fänna		(EDG 240)	752
17982	Endegen	to have intercourse	fänˀa		(EDG 240)	752
17983	Gyeto	to have intercourse	fänˀa		(EDG 240)	752
17977	Muher	to have intercourse	fʷärra		(EDG 240)	752
17981	Masqan	to have intercourse	fänna		(EDG 240)	752
17978	Gogot	to have intercourse	fʷärra		(EDG 240)	752
7161	Mehri	penis	fēḥəl		(ML 90)	752
7162	Jibbali	penis	fáḥəl		(JL 54)	752
17975	Harsusi	penis	feḥl		(HL 31)	752
7163	Soqotri	penis	fáḥal		(LS 335)	752
	PS	afterbirth	*šily-at-		(SED I No. 246; Kogan 2011: 220)	753
7182	Akkadian	afterbirth, womb	šelītu		(CAD S 264, AHw. 1043)	753
7195	Hebrew	embryo	šālīl		(Jastrow 1583)	753
7191	Hebrew	afterbirth	šilyā		(HALOT 1524)	753
17836	Jewish Babylonian Aramaic	placenta, afterbirth	šlyytˀ		(DJBA 1149)	753
7192	Syriac	placenta, afterbirth	šlītā		(LSyr. 778, SL 1565)	753
17835	Mandaic	membrane enveloping the foetus	šulita		(MD 454)	753
7196	Arabic	child, male offspring	salīl-		(BK 1 1117, Lane 1397)	753
7193	Arabic	thin skin, in which is the fœtus	salan		(BK 1 1133, Lane 1418)	753
7197	Geez	foetus, embryo	sayl		(CDG 522)	753
17837	Tigre	placenta, afterbirth	səlät		(WTS 169)	753
7194	Tigrinya	placenta or afterbirth of livestock	šəlät		(TED 808)	753
7198	Amharic	foetus, embryo, conception	šəl		(AED 603)	753
17841	Chaha	embryo	šərər		(EDG 577)	753
17842	Ezha	embryo	šərər		(EDG 577)	753
17843	Ennemor	embryo	šərər		(EDG 577)	753
17840	Gyeto	embryo	šīr		(EDG 577)	753
17839	Muher	embryo	šər		(EDG 577)	753
17838	Masqan	to be in the first stage of pregnancy	šəl šäkkätä		(EDG 577)	753
	PS	skull	*gVlgVl-at-		(SED I No. 79, LA 2 255, Kogan 2011: 220)	754
7199	Akkadian	skull	gulgullatu		(CAD G 127, AHw 297)	754
7200	Hebrew	skull	gulgōlät		(HALOT 191)	754
22010	Jewish Palestinian Aramaic	skull	gwlglh		(DJPA 123)	754
22009	Jewish Babylonian Aramaic	skull, head	gulgultā, gulgaltā		(Jastrow 221, DJBA 268b)	754
22011	Arabic	crâne; tête (skull; head)	ǯalaǯat-		(BK 1 311)	754
	PS	lung	*si/anp-		(SED I No. 235)	755
17880	Akkadian	part of sheep's lung	sinibtu, siniptu		(CAD S 285, AHw. 1047)	755
17881	Hebrew	ramified bloodvessel, artery; bronchiae	simpōn		(Jastrow 982)	755
17882	Jewish Babylonian Aramaic	broncus, blood vessel	simpōnā, sinpōnā, sīpōnā		(DJBA 806)	755
6874	Geez	lung	sanbuˀ, sanbuˁ		(CDG 505)	755
7255	Tigre	lung	sambuˀ, sanbuˀ		(WTS 173)	755
7256	Tigrinya	lung	sanbuˀ, šambuˀ		(TED 723)	755
7257	Amharic	lung	samba, sänba		(AED 472, 538)	755
7258	Selti	lung	sāmba		(EDG 546)	755
7260	Wolane	lung	sänba		(EDG 546)	755
7259	Zway	lung	sāmba		(EDG 546)	755
7261	Chaha	lung	sambʷa		(EDG 546)	755
7262	Ezha	lung	sambʷa		(EDG 546)	755
7268	Endegen	lung	sambä		(EDG 546)	755
7266	Ennemor	lung	sambʷä		(EDG 546)	755
7263	Gyeto	lung	sambʷa		(EDG 546)	755
7264	Muher	lung	sambʷa, sambʷä		(EDG 546)	755
7265	Masqan	lung	sambʷa		(EDG 546)	755
7267	Gogot	lung	sambʷä		(EDG 546)	755
7269	Soddo	lung	sambo		(EDG 546)	755
	Proto-MSA	umbilical cord	*ḥablat-		(SED I No. 110)	756
17034	Mehri	umbilical cord	ḥəblēt, ḥəbēl		(ML 164)	756
22829	Jibbali	umbilical cord	ḥablέt		(JL 164)	756
22828	Harsusi	umbilical cord	ḥebelēt		(HL 55)	756
	PES	navel	*ḥən/mbər-t-		(SED I No. 110)	757
7270	Geez	navel	ḥənbərt		(LGz. 236, CDG 236)	757
7271	Tigre	navel	ḥənbər(t), ḥənbərrā, ḥəmbər, ḥəmbərrā		(WTS 83)	757
7272	Tigrinya	navel	ḥəmbərti		(TED 176)	757
7273	Amharic	navel	əmbərt, ənbərt		(AED 1129)	757
7274	Argobba	navel	əmbərt, həmbərt, ḥəmbərt, ḥənbərt		(Leslau 1997: 190, AAD 312)	757
7275	Harari	navel	ḥəmbūrṭi		(EDH 83)	757
7276	Zway	navel	əmbərbiṭ		(EDG 45)	757
	PS	hip(-bone)	*warik(-at)-		(SED I No. 288)	758
7945	Akkadian	rear, rear side	warkatu		(CAD A₂ 274, AHw. 1467)	758
27212	Akkadian	after, behind	warki		(CAD CAD A₂ 278; AHw. 1468)	758
7946	Ebla	= Sum. íb.áš	wa-rí-ku₁₇-um, wa-rí-gúm		(VE 864)	758
25723	Ugaritic	hips (?)	yrk		(Aist. 137)	758
9000	Hebrew	upper thigh; side	yārēk		(HALOT 439)	758
17546	Biblical Aramaic	thigh	yarḵāṯēh (suff.)		(HALOT 1721)	758
25724	Jewish Palestinian Aramaic	haunch, thigh	yrk		(DJPA 245)	758
9001	Jewish Babylonian Aramaic	haunch, thigh	yirkā		(Jastrow 597, DJBA 543a)	758
17547	Maalula	Hüfte	werka		(GNDM 76)	758
9002	Arabic	haunch, upper thigh	warik-		(BK 2 1524, Lane 3052)	758
9003	Sabaic	hip, thigh	wrk		(SD 162)	758
7283	Tigre	side, hip	warkat		(WTS 434)	758
7285	Tigrinya	arm, foreleg of a quadruped	wärči		(TED 1729)	758
7284	Tigrinya	the sacrup or rump of a butchered animal	wäräḵät		(TED 1730)	758
7287	Amharic	foreleg of an animal	wärč		(AED 1507)	758
7286	Chaha	front leg of cattle, upper part of front leg of cattle	wärčä		(EDG 662)	758
7288	Ezha	front leg of cattle, upper part of front leg of cattle	wärčä		(EDG 662)	758
7296	Endegen	front leg of cattle, upper part of front leg of cattle	wäččä		(EDG 662)	758
7294	Ennemor	front leg of cattle, upper part of front leg of cattle	wäčä		(EDG 662)	758
7289	Gyeto	front leg of cattle, upper part of front leg of cattle	wärčä		(EDG 662)	758
7293	Muher	front leg of cattle, upper part of front leg of cattle	wärəččä		(EDG 662)	758
7290	Gogot	front leg of cattle, upper part of front leg of cattle	wärčä		(EDG 662)	758
7291	Soddo	front leg of cattle, upper part of front leg of cattle	wärčä		(EDG 662)	758
9004	Mehri	hip, hipbone and flesh	wərkīt		(ML 430)	758
9005	Jibbali	hip	irs̃ét		(JL 292)	758
17545	Harsusi	thighbone, hip	wərkēt		(HL 292)	758
	Areal reconstruction	clitoris	*ḳanṭīr-		(SED I No. 163)	760
23750	Arabic	clitoris	qanṭār		(GD 2533)	760
7331	Tigre	clitoris	ḳanṭirat		(WTS 254)	760
23751	Tigrinya	clitoris, female genital organ	ḳənṭər, ḳänṭirät		(EDG 490)	760
7332	Amharic	clitoris, vagina	ḳinṭər		(AED 797)	760
7333	Harari	male organ	ḳənṭər		(EDH 127)	760
7334	Selti	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7335	Wolane	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7336	Chaha	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7337	Ezha	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7338	Ennemor	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7339	Gyeto	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7340	Muher	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
7341	Masqan	clitoris, female genital organs	ḳənṭər		(EDG 490)	760
	PS	to watch, to protect	*ḥmy		(Blau 1957: 98; Marrassini 1971: 54‒56; Ginsberg1973: 134; Kogan 2015: 294)	761
1334	Jewish Palestinian Aramaic	to see	ḥmy		(DJPA 205)	761
1335	Arabic	to protect, defend	ḥmy		(Lane 651)	761
1336	Sabaic	to protect	ḥmy		(SD 69)	761
1337	Qatabanian	to protect, defend	ḥmy		(LIQ 63)	761
1338	Mehri	to defend	ḥōmi		(ML 182)	761
1339	Jibbali	to defend	aḥmí		(JL 112)	761
	PS	to be skillful, intelligent, endowed with magical power	*ḥrš		(Kogan 2015: 295 with n. 838)	762
1346	Akkadian	wise	eršu		(CAD E 314, AHw. 246)	762
1347	Ugaritic	to make spells or incantations	ḥrš		(DUL 370‒371)	762
1348	Ugaritic	magic spell	ḥrš		(DUL 370‒371)	762
1349	Hebrew	magic	ḥărāšīm		(HALOT 358)	762
1350	Syriac	magic arts	ḥerešā		(LSyr. 259, SL 496)	762
1351	Mandaic	to enchant, bewitch	hrš		(MD 153)	762
1352	Geez	to practice sorcery	ḥarasa		(CDG 243)	762
1353	Muher	man who has the power of casting the evil eye	araši		(EDG 92)	762
1354	Soddo	man who has the power of casting the evil eye	aräši		(EDG 92)	762
	PS	to tread	*kbs		(Kogan 2015: 296)	763
1363	Akkadian	to step upon; to make compact; to let time pass	kabāsu		(CAD K 5, AHw. 415)	763
1364	Arabic	to fill up with earth; II. to press, squeeze	kbs		(Lane 2588)	763
1365	Soqotri	to fill in	kébos		(LS 213; CSOL II 497)	763
	PS	to cut, split	*ksm		(Fronzaroli 1969: 13; Kogan 2015: 296)	764
1368	Akkadian	to cut (down)	kasāmu		(CAD K 240, AHw. 453)	764
1369	Hebrew	to trim	ksm		(HALOT 490)	764
1370	Arabic	to crumble in one’s hand	ksm		(LA 12 612)	764
1371	Tigrinya	to dislocate, to break, to pulverize	kʷäšäm ˀabbälä		(TED 1621)	764
	PC	to mix (wine with spices)	*msk		(Kogan 2015: 297)	765
1374	Ugaritic	to mix	msk		(DUL 582)	765
1376	Hebrew	to mix	msk		(HALOT 605)	765
1377	Hebrew	spiced drink	mäsäk		(HALOT 605)	765
1378	Hebrew	jug of mixed wine	mimsāk		(HALOT 595)	765
	PS	to cry, to shout	*nˁr		(Kogan 2015: 298 with n. 849)	766
1392	Akkadian	to roar	naˀāru		(CAD N₁ 7, AHw. 694)	766
1394	Syriac	to bray	nˁr		(LSyr. 435, SL 928)	766
1395	Arabic	to utter a noise	nˁr		(Lane 2815)	766
1396	Amharic	to cause to resound	anarä		(AED 1018)	766
	PWS	to stir, to raise	*nˁr		(Kogan 2015: 298 with n. 850)	767
1397	Jewish Palestinian Aramaic	to shake out	nˁr		(DJPA 354)	767
1398	Tigre	mischief, quarrel, revolt	naˁar		(WTS 335)	767
1399	Tigrinya	to be prideful	tänaˁrärä		(TED 1351)	767
1400	Amharic	to bounce upward, rise up	narä		(AED 1018)	767
	PCS	to spring up	*nbg		(Kogan 2015: 299)	768
1407	Jewish Babylonian Aramaic	to break forth	nbg		(DJBA 725)	768
1408	Syriac	to gush out, burst forth	nbg		(LSyr. 410, SL 882)	768
1409	Mandaic	to (a)rise, spring up	nbg		(MD 287)	768
1410	Arabic	to go out (a partridge from its den)	nbǯ		(TA 6 229)	768
	PS	honey	*dibš-		(Fronzaroli 1968: 286, 297, 303; Kogan 2011: 241)	769
7912	Akkadian	honey	dišpu		(CAD D 161, AHw. 173)	769
7709	Hebrew	honey	dəbaš		(HALOT 212–213)	769
7913	Syriac	honey	debšā		(LSyr. 140, SL 273)	769
7914	Arabic	datesyrup	dibs-		(Lane 847)	769
7915	Sabaic	honey	dbs₁		(Sima 2000: 240–244)	769
7918	Geez	honey	dbs		(CDG 122)	769
9253	Argobba	honey	dims, dus		(Leslau 1997:198‒199)	769
7919	Harari	honey	dūs		(EDH 59)	769
9254	Gafat	honey	dəbsä		(Leslau 1956:195)	769
7916	Mehri	honey	dabh		(ML 63)	769
7917	Jibbali	honey	dəbš		(JL 34)	769
	PC	to butt, to gore	*ngḥ		(Kogan 2015: 300)	770
1496	Ugaritic	to butt each other	ngḥ		(DUL 622)	770
1499	Hebrew	to gore	ngḥ		(HALOT 667)	770
1509	Jewish Palestinian Aramaic	to gore	ngḥ		(DJPA 340)	770
1510	Jewish Babylonian Aramaic	to gore	ngḥ		(DJBA 729)	770
	PS	temple, cheek-bone	*nakap-at-		(SED I No. 199; Kogan 2011: 220)	771
7710	Akkadian	temple	nakkaptu		(CAD N₁ 184, AHw. 722)	771
7711	Arabic	area between the jaw and the neck	nakfat-, nakafat-		(BK 2 1344, Lane 3038)	771
	PS	front	*pVˀ-at-		(SED I No. 204; Kogan 2011: 220)	772
	PS	to be strong, vigorous	*ˀbr		(Kogan 2015: 276)	773
1141	Akkadian	strength	abāru		(CAD A₁ 38)	773
1142	Akkadian	strong	abru		(CAD A₁ 63, AHw. 7)	773
1143	Arabic	to be in a good, right, proper state	ˀbr		(Lane 5)	773
1144	Amharic	conceit, vanity, arrogance; period of wealth; right, rule	əbrit		(AED 1195)	773
7843	Chaha	young person or animal in its prime	abər		(EDG 9)	773
7844	Ezha	young person or animal in its prime	abər		(EDG 9)	773
1151	Endegen	young person or animal in its prime	awər		(EDG 9)	773
7845	Ennemor	young person or animal in its prime	aḇər		(EDG 9)	773
7846	Gyeto	young person or animal in its prime	aḇər		(EDG 9)	773
	PES	to be old	*ˀbr		(Kogan 2015: 276)	774
1145	Geez	old woman	ˀəber		(CDG 5)	774
1147	Tigre	to be old, to grow old	ˀabbärä		(WTS 366)	774
1150	Selti	grandfather, grandmother	əbēr		(EDG 9)	774
1149	Wolane	grandfather, grandmother	əber		(EDG 9)	774
1148	Zway	to be old	ibīrī		(EDG 9)	774
	Proto-MSA	middle	*ˁamḳ-		(Kogan 2015: 549)	775
3918	Mehri	middle	ˀāmḳ		(ML 24)	775
3917	Jibbali	middle	ˁamḳ		(JL 13)	775
3267	Soqotri	middle	ˁamḳ		(LS 315; CSOL I 492; CSOL II 410; Naumkin et al. 2013b:545; Naumkin et al. 2015a:60)	775
	PS	to see	*ˀmr		(Kogan 2015: 331)	776
1876	Akkadian	to see	amāru		(CAD A₂ 5, AHw. 40)	776
1875	Ugaritic	to look at	ˀmr		(DUL 71)	776
7852	Hebrew	to see	ˀmr		(HALOT 65–67)	776
7854	Arabic	sign, mark	tuˀmur-		(Lane 97)	776
7853	Arabic	sign, mark	ˀamarat-		(Lane 97)	776
	PS	terebinth	*buṭm(-at)-		(Fronzaroli 1969a: 278, 290, 300, Kogan 2012: 237–238)	777
3802	Akkadian	terebinth	buṭnu		(CAD B 358, AHw. 144)	777
23546	Ebla	terebinth	bu₁₆-du-du		(VE 462, Kogan–Krebernik 2021b: 681)	777
3803	Ugaritic	terebinth	bṭm		(Pardee 2002, pp. 176–77, Watson 2004, p. 114)	777
3804	Hebrew	terebinth	boṭnīm		(HALOT 121)	777
3805	Jewish Palestinian Aramaic	terebinth	bwṭnh, boṭmā		(DJPA 87, 91)	777
24163	Jewish Babylonian Aramaic	terebinth	buṭmā		(DJBA 190)	777
3806	Syriac	terebinth	beṭmtā		(LSyr. 67, SL 139)	777
3807	Arabic	terebinth	buṭm-		(Lane 219)	777
24743	Geez	terebinth	bəṭm, buṭm		(CDG 114)	777
24744	Tigre	terebinth	buṭəm		(WTS 299)	777
24745	Amharic	terebinth	buṭ(ṭ)əm		(AED 946)	777
	PS	to have indigestion	*ḥmr		(SED I No. 28ᵥ)	778
3836	Akkadian	to have indigestion	emēru		(CAD E 148, AHw. 214)	778
5349	Hebrew	to glow, to burn (of intestines)	ḥmr		(HALOT 330)	778
3838	Arabic	to suffer from indigestion	ḥmr		(Lane 640)	778
7861	Jibbali	to have bad breath	aḥmír		(JL 111)	778
9818	Jibbali	bad breath and indigestion	aḥmír		(JL 111)	778
	PWS	to inherit, to possess	*wrṯ		(Kogan 2015: 304)	779
16465	Ugaritic	to inherit, possess	yrṯ		(DUL 982)	779
16466	Hebrew	to take possession of, to get; to be heir	yrš		(HALOT 441)	779
16467	Syriac	to inherit	yrt		(LSyr. 310, SL 585)	779
16468	Arabic	to inherit	wrṯ		(Lane 2934)	779
16469	Sabaic	to inherit	wrṯ		(SD 162)	779
16470	Minaean	heriter (to inherit)	wrṯ		(LM 105)	779
16471	Qatabanian	inheritance	wrṯ		(LIQ 56)	779
16472	Geez	inherit, confiscate	warasa		(CDG 618)	779
16473	Mehri	to inherit from	wīrəṯ		(ML 430)	779
16474	Jibbali	to inherit	erɔ́ṯ		(JL 292)	779
3139	Soqotri	to inherit	éret		(LS 76; CSOL I 477; CSOL II 393; Naumkin et al. 2019b:75; Bulakh et al. 2021:273–275)	779
	PS	nose, snout, muzzle, beak	*ḫuṭm-		(SED I No. 139)	780
2551	Akkadian	muzzle, snout	ḫuṭṭimmu		(CAD Ḫ 265, AHw. 362)	780
2550	Ugaritic	nose	ḫṭm		(DUL 416)	780
7875	Hebrew	the distinctive feature of the face, nose, nostril	ḥōṭām		(Jastrow 431)	780
7876	Jewish Babylonian Aramaic	the distinctive feature of the face, nose, nostril	ḥuṭmā		(DJBA 436a)	780
7877	Arabic	muzzle, beak	ḫaṭm-		(BK 1 596, Lane 767)	780
	PS	field	*ḥaḳl-		(Fronzaroli 1969: 8‒9, 26)	781
