ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
672	akkadian	mountain; open country	šadû	ʃadû	ʃ a d û		289	ʃ a d û -
1165	hebrew	mouse	ˁakbār	ʕakbaːr	ʕ a k b aː r		504	ʕ a - k - b aː r -
1166	syriac	mouse	ˀagbrā	ʔagbraː	ʔ a g b r aː		504	ʔ a - g - b - r aː
1532	akkadian	mouse	pērūrūtu	peːruːruːtu	p eː r uː r uː t u		633	p eː r uː r uː t u
1533	arabic	mouse	faˀr-	faʔr-	f a ʔ r		633	f a ʔ - r - - -
1531	ps	mouse	*paˀr-	paʔr-	p a ʔ r		633	p a ʔ - r - - -
1162	ps	mouse, jerboa	*ˁakbar-	ʕakbar-	ʕ a k b a r		504	ʕ a - k - b a r -
1124	geez	mouse, weasel	ˀanṣawā, ˀanṣewā, ˀanṣowā	ʔansˤawaː	ʔ a n sˤ a w aː		497	ʔ a n - sˤ a w aː
1167	syriac	mouse; muscle	ˁuḳbrā, ˁuḳbartā	ʕuqˤbraː	ʕ u qˤ b r aː		504	ʕ u - qˤ - b - r aː
1777	hebrew	moustache	ŝāpām	ɬaːpaːm	ɬ aː p aː m		738	ɬ aː - p aː m -
172	akkadian	mouth	pû	pû	p û		35	p û - -
176	arabic	mouth	fam-	fam-	f a m		35	f a m -
177	geez	mouth	ˀaf	ʔaf	ʔ a f		35	ʔ a f -
171	ps	mouth	*pay-	paj-	p a j		35	p a j -
173	ugaritic	mouth	p	p	p		35	- - p -
174	hebrew	mouth; opening	pǟ	pæː	p æː		35	p æː - -
175	syriac	mouth; opening; flesh (of fruit); sharp edge (of sword)	pūmā	puːmaː	p uː m aː		35	p uː m aː
1210	arabic	mud, clay	ṭīn-	tˤiːn-	tˤ iː n		518	tˤ iː n -
1208	hebrew	mud, clay	ṭīṭ	tˤiːtˤ	tˤ iː tˤ		518	tˤ iː tˤ -
1206	ps	mud, clay	*ṭīn-	tˤiːn-	tˤ iː n		518	tˤ iː n -
1209	syriac	mud, clay	ṭīnā	tˤiːnaː	tˤ iː n aː		518	tˤ iː n aː
1528	akkadian	mule	parû	parû	p a r û		631	p a r û -
3862	arabic	musk purse	labīḫat-	labiːxat-	l a b iː x a t		1912	- l a - b iː x a t
1888	arabic	muzzle, beak	ḫaṭm-	xatˤm-	x a tˤ m		780	x a - tˤ - - m -
1885	akkadian	muzzle, snout	ḫuṭṭimmu	xutˤtˤimmu	x u tˤ tˤ i m m u		780	x u tˤ tˤ i m m u
3103	geez	my (genitive pronominal suffix, 1 sg.)	-ya	-ja	j a		1562	j a
3102	ps	my (genitive pronominal suffix, 1 sg.)	*-ī/-ya	-iː	iː		1562	- iː
59	arabic	nail	ḏ̣ifr-	ðˤifr-	ðˤ i f r		10	ðˤ i - f - r - -
57	hebrew	nail	ṣippōrän	sˤippoːræn	sˤ i p p oː r æ n		10	sˤ i p p oː r æ n
55	ps	nail, claw	*ṯ̣ipr-	θˤipr-	θˤ i p r		10	θˤ i - p - r - -
58	syriac	nail, claw, talon	ṭeprā	tˤepraː	tˤ e p r aː		10	tˤ e - p - r aː -
179	akkadian	name	šumu	ʃumu	ʃ u m u		37	- - ʃ u m u
183	arabic	name	ˀism-	ʔism-	ʔ i s m		37	ʔ i s - m -
184	geez	name	səm	səm	s ə m		37	- - s ə m -
181	hebrew	name	šēm	ʃeːm	ʃ eː m		37	- - ʃ eː m -
178	ps	name	*šVm-	ʃ-m-	ʃ m		37	- - ʃ - m -
180	ugaritic	name	šm	ʃm	ʃ m		37	- - ʃ - m -
3559	hebrew	name of a bird of prey, supposed to be falcon	gaz (gas)	gaz	g a z		1734	g a z -
3273	hebrew	name of a bird, prob. black eagle	ˁōz	ʕoːz	ʕ oː z		1616	ʕ oː z - - - -
813	geez	name of a fictious bird	bābil	baːbil	b aː b i l		361	- - b aː b i l - -
3282	hebrew	name of a spider	bīkay	biːkaj	b iː k a j		1618	b iː k a j -
1283	akkadian	name of the Stormgod	adad	adad	a d a d		544	- a - d a d
1284	ugaritic	name of the Stormgod	hd, hdd	hd	h d		544	h - - - - d
182	syriac	name; fame, glory; person	šmā	ʃmaː	ʃ m aː		37	- - ʃ - m aː
3916	hebrew	nation	ləˀōm	ləʔoːm	l ə ʔ oː m		1985	l ə ʔ oː m
494	akkadian	neck	ṣawāru	sˤawaːru	sˤ a w aː r u		126	sˤ a - w aː r u
495	hebrew	neck	ṣawwā(ˀ)r	sˤawwaːr	sˤ a w w aː r		126	sˤ a w w aː r -
493	ps	neck	*ṣaw(ˀ)ar-	sˤawar-	sˤ a w a r		126	sˤ a - w a r -
1657	arabic	neck	ǯīd-	giːd-	g iː d		692	g - iː d -
1687	akkadian	neck	kišādu	kiʃaːdu	k i ʃ aː d u		707	k i ʃ aː d u
1688	geez	neck	kəsād	kəsaːd	k ə s aː d		707	k ə s aː d -
1686	ps	neck	*ki(n)šād-	kiʃaːd-	k i ʃ aː d		707	k i ʃ aː d -
1690	akkadian	neck	unḳu	unqˤu	u n qˤ u		708	- u n - qˤ u
1695	arabic	neck	ˁunq-	ʕunq-	ʕ u n q		708	ʕ u n - q -
1689	ps	neck	*ˁVnḳ-	ʕ-nqˤ-	ʕ n qˤ		708	ʕ - n - qˤ -
2016	arabic	neck and jaw hair	γufār-	ɣufaːr-	ɣ u f aː r		832	ɣ u - f aː - r - - -
1723	akkadian	neck muscles	dadānu	dadaːnu	d a d aː n u		721	d a - d aː n u
496	syriac	neck, hump of camel; mountain ridge	ṣawrā	sˤawraː	sˤ a w r aː		126	sˤ a - w - r aː
1693	hebrew	neckchain	ˁănāḳ	ʕănaːqˤ	ʕ ă n aː qˤ		708	ʕ ă n aː qˤ -
1692	ugaritic	neckchain(?)	ˁnḳ	ʕnqˤ	ʕ n qˤ		708	ʕ - n - qˤ -
1694	syriac	necklace	ˁeḳḳā	ʕeqˤqˤaː	ʕ e qˤ qˤ aː		708	ʕ e qˤ - qˤ aː
4076	akkadian	need, want, request; purpose; business activity, enterprise	ṣibūtu	sˤibuːtu	sˤ i b uː t u		2075	sˤ i b uː t u -
186	akkadian	new	eššu	eʃʃu	e ʃ ʃ u		38	e ʃ - - - - ʃ u
190	arabic	new	ḥadīṯ-	ħadiːθ-	ħ a d iː θ		38	- ħ a - d iː θ -
191	geez	new	ḥaddis	ħaddis	ħ a d d i s		38	- ħ a d d i s -
188	hebrew	new	ḥādāš	ħaːdaːʃ	ħ aː d aː ʃ		38	- ħ aː - d aː ʃ -
185	ps	new	*ḥdṯ	ħdθ	ħ d θ		38	- ħ - - d - θ -
187	ugaritic	new	ḥdṯ	ħdθ	ħ d θ		38	- ħ - - d - θ -
189	syriac	new; young	ḥatā	ħataː	ħ a t aː		38	- ħ a - t aː - -
203	arabic	night	layl-, laylat-	lajl-	l a j l		42	l a j - l - - -
204	geez	night	lelit	lelit	l e l i t		42	l e - - l i t -
201	hebrew	night	layil	lajil	l a j i l		42	l a j i l - - -
197	ps	night	*layliy(-at)-	lajlij-	l a j l i j		42	l a j - l i j -
202	syriac	night	lelyā	leljaː	l e l j aː		42	l e - - l - j aː
200	ugaritic	night	ll	ll	l l		42	l - - - l - - -
206	akkadian	night	mušītu	muʃiːtu	m u ʃ iː t u		43	m u ʃ iː t u
207	akkadian	night	mūšu	muːʃu	m uː ʃ u		43	m uː ʃ - - u
3277	hebrew	nightbird, owl	bā(ˀ)wāt	baːwaːt	b aː w aː t		1617	b aː - w aː t
3322	arabic	nightingale	bulbul-	bulbul-	b u l b u l		1635	b u l b u l -
3307	arabic	nightingale; sparrowchick	nuγar-	nuɣar-	n u ɣ a r		1629	n u ɣ a r -
2122	akkadian	nine	tiše	tiʃe	t i ʃ e		859	t i ʃ e -
2126	arabic	nine	tisˁ-	tisʕ-	t i s ʕ		859	t i s - ʕ
2127	geez	nine	tesˁ-	tesʕ-	t e s ʕ		859	t e s - ʕ
2124	hebrew	nine	tešaˁ	teʃaʕ	t e ʃ a ʕ		859	t e ʃ a ʕ
2121	ps	nine	*tišˁ-	tiʃʕ-	t i ʃ ʕ		859	t i ʃ - ʕ
2125	syriac	nine	tšaˁ	tʃaʕ	t ʃ a ʕ		859	t - ʃ a ʕ
2123	ugaritic	nine	tšˁ	tʃʕ	t ʃ ʕ		859	t - ʃ - ʕ
1731	hebrew	nipple; full breast	zīz	ziːz	z iː z		722	z iː z -
1620	ps	nit	*nāb-, *nib(b)-	naːb-	n aː b		674	n aː b -
238	syriac	no	lā	laː	l aː		50	l aː
235	akkadian	no, not	lā	laː	l aː		50	l aː
3165	ps	no, not	*ˀī/*ˀay	ʔiː	ʔ iː		1583	ʔ iː -
2368	ps	non-digested food in the stomach	*parṯ-	parθ-	p a r θ		985	p a r - θ -
3296	syriac	nonwinged locust; wood worm; caterpiller	māšōṭā	maːʃoːtˤaː	m aː ʃ oː tˤ aː		1625	m aː ʃ oː tˤ aː
1365	arabic	north wind	šamāl-	ʃamaːl-	ʃ a m aː l		565	ʃ a - m - aː l -
425	arabic	nose	ˀanf-	ʔanf-	ʔ a n f		96	ʔ a n f -
426	geez	nose	ˀanf	ʔanf	ʔ a n f		96	ʔ a n f -
424	hebrew	nose	ˀap	ʔap	ʔ a p		96	ʔ a - p -
421	ps	nose	*ˀanp-	ʔanp-	ʔ a n p		96	ʔ a n p -
423	ugaritic	nose	ˀap	ʔap	ʔ a p		96	ʔ a - p -
1886	ugaritic	nose	ḫṭm	xtˤm	x tˤ m		780	x - - tˤ - - m -
1884	ps	nose, snout, muzzle, beak	*ḫuṭm-	xutˤm-	x u tˤ m		780	x u - tˤ - - m -
422	akkadian	nose; tip, crown, end, rind, edge; spur of land	appu	appu	a p p u		96	- a p p u
1979	akkadian	nostril	naḫīru	naxiːru	n a x iː r u		820	n a x iː r - - u -
1978	ps	nostril	*naḫīr-	naxiːr-	n a x iː r		820	n a x iː r - - - -
1980	hebrew	nostrils	nəḥīrayim	nəħiːrajim	n ə ħ iː r a j i m		820	n ə ħ iː r a j i m
1981	syriac	nostrils	nḥīrē	nħiːreː	n ħ iː r eː		820	n - ħ iː r - - eː -
237	hebrew	not	lō(ˀ)	loː	l oː		50	l oː
234	ps	not	*lā	laː	l aː		50	l aː
236	ugaritic	not	l	l	l		50	l -
3169	geez	not (negative particle prefixed to the verb)	ˀi	ʔi	ʔ i		1583	ʔ i -
3166	akkadian	not, no (prohibitive and negative particle)	ay, ē, i, ya	aj	a j		1583	- a j
3168	hebrew	not; where?	ˀī	ʔiː	ʔ iː		1583	ʔ iː -
3148	akkadian	numinous splendour emanating from gods	namurratu	namurratu	n a m u r r a t u		1575	n a m u r r a t u
989	akkadian	oak	allānu	allaːnu	a l l aː n u		415	- a l l aː n u
991	hebrew	oak	ˀallōn	ʔalloːn	ʔ a l l oː n		415	ʔ a l l oː n -
988	ps	oak	*ˀall(-ān)-	ʔall-	ʔ a l l		415	ʔ a l l - - -
3759	ps	occiput, back of the head	*ḳapy-	qˤapj-	qˤ a p j		1851	qˤ a p j -
1951	ps	occiput, back of the neck	*γarVp-	ɣar-p-	ɣ a r p		803	ɣ a r - p -
648	hebrew	offspring, descendant	ṣäˀäˇṣāˀīm	sˤæʔæ-sˤaːʔiːm	sˤ æ ʔ æ sˤ aː ʔ iː m		261	sˤ æ - ʔ æ sˤ aː ʔ iː m
545	akkadian	oil, fat	šamnu	ʃamnu	ʃ a m n u		150	ʃ a m - n u
2966	akkadian	on, above, beyond, over; to, towards; against; more than; at the debit of, on account of	eli	eli	e l i		1390	- - - e l i -
2968	hebrew	on, over	ˁal	ʕal	ʕ a l		1390	- - ʕ a l - -
2965	ps	on, over	*ˁalay	ʕalaj	ʕ a l a j		1390	- - ʕ a l a j
242	arabic	one	ˀaḥad-	ʔaħad-	ʔ a ħ a d		51	ʔ a ħ a d -
243	geez	one	ˀaḥadu	ʔaħadu	ʔ a ħ a d u		51	ʔ a ħ a d u
241	hebrew	one	ˀäḥād	ʔæħaːd	ʔ æ ħ aː d		51	ʔ æ ħ aː d -
239	ps	one	*ˀaḥad-	ʔaħad-	ʔ a ħ a d		51	ʔ a ħ a d -
240	ugaritic	one	ˀaḥd	ʔaħd	ʔ a ħ d		51	ʔ a ħ - d -
245	akkadian	one	ištēn	iʃteːn	i ʃ t eː n		52	- i ʃ t eː n
246	ugaritic	one	ˁšt(y)	ʕʃt	ʕ ʃ t		52	ʕ - ʃ t - -
244	ps	one (?)	*ˁašt-	ʕaʃt-	ʕ a ʃ t		52	ʕ a ʃ t - -
2446	hebrew	one having an eruption resembling leprosy	băhăḳān	băhăqˤaːn	b ă h ă qˤ aː n		1011	b ă h ă qˤ aː n -
671	ps	open country, wild, uncultivated place	*ŝadaw-	ɬadaw-	ɬ a d a w		289	ɬ a d a w
2238	arabic	opinion, idée fausse qu'on se fait sur quelque chose (opinion, misconception we have about something)	wahl-	wahl-	w a h l		948	w a - h - - l - - - -
4180	ps	order, decision (divine)	*parṣ̂-	parɬˤ-	p a r ɬˤ		2140	p a r ɬˤ -
2376	arabic	ordures ôtées de la maison et jetées en un tas (garbage removed from the house and thrown in a heap)	kiban,  kibat-	kiban	k i b a n		986	k i b a n -
650	arabic	origin, root, stock; abundance of offspring	ḍiˀḍiˀ-	dˤiʔdˤiʔ-	dˤ i ʔ dˤ i ʔ		261	dˤ i - ʔ - dˤ i ʔ - -
432	arabic	origin, source, root	šarḫ-	ʃarx-	ʃ a r x		98	ʃ a r - x -
4077	hebrew	ornament, splendor	ṣəbī	sˤəbiː	sˤ ə b iː		2075	sˤ ə b - - iː -
3301	arabic	ostrich	naˁāmat-	naʕaːmat-	n a ʕ aː m a t		1626	n a ʕ aː m a t
3299	hebrew	ostrich	noˁŏmīt	noʕŏmiːt	n o ʕ ŏ m iː t		1626	n o ʕ ŏ m iː t
3298	ps	ostrich	*nu/aˁ(ā)m-	nu	n u		1626	n u - - - - -
3300	syriac	ostrich	naˁāmā	naʕaːmaː	n a ʕ aː m aː		1626	n a ʕ aː m aː -
3376	arabic	oter, enlever le prépuce (dans la circoncision) (to take off, remove the foreskin (in circumcision)	ǯlˁ	glʕ	g l ʕ		1652	g - l - ʕ - -
3118	akkadian	our (genitive pronominal suffix, 1 pl.)	-ni	-ni	n i		1568	n i
3121	geez	our; us (genitive and accusative pronominal suffix)	-na	-na	n a		1568	n a
3120	arabic	our; us (genitive and accusative pronominal suffix, 1 pl.)	-nā	-naː	n aː		1568	n aː
3119	hebrew	our; us (genitive and accusative pronominal suffix, 1 pl.)	-nū	-nuː	n uː		1568	n uː
3117	ps	our; us (genitive and accusative pronominal suffix, 1 pl.)	*-nV	-n-	n		1568	n -
576	akkadian	overseer (person in charge of a group of soldiers, workers or craftsmen)	waklu	waklu	w a k l u		168	- - w a - k - l u
3279	arabic	owl	būh-, būm-	buːh-	b uː h		1617	b uː h - - -
3276	ps	owl	*bVˀ(w)-, *būh-	b-ʔ-	b ʔ		1617	b - ʔ - - -
732	syriac	owner, husband	baˁlā	baʕlaː	b a ʕ l aː		335	b a ʕ - l - - aː
733	arabic	owner, lord	baˁl-	baʕl-	b a ʕ l		335	b a ʕ - l - - -
734	geez	owner, possessor; master	bāˁl, baˁāl	baːʕl	b aː ʕ l		335	b aː ʕ - l - - -
1406	geez	ox, bull, horned cattle	bəˁər, bəˁərā, bəˁrāwi, bəˁrāy	bəʕər	b ə ʕ ə r		590	b ə ʕ ə r - -
3038	arabic	pain of the anus	saram-	saram-	s a r a m		1506	s a r a - m -
1698	akkadian	palate	liḳ pî	liqˤ	l i qˤ		711	- - l i qˤ -
2027	ps	palm	*kapp-	kapp-	k a p p		834	k a p p -
2031	syriac	palm	kappā	kappaː	k a p p aː		834	k a p p aː
2029	ugaritic	palm	kp	kp	k p		834	k - - p -
2039	geez	palm	ˀərāḥ	ʔəraːħ	ʔ ə r aː ħ		835	ʔ ə r aː - ħ - -
2034	ps	palm	*rāḥ-at-	raːħ-at-	r aː ħ a t		835	- - r aː - ħ a t
2038	arabic	palm of hand	rāḥat-	raːħat-	r aː ħ a t		835	- - r aː - ħ a t
2036	ugaritic	palm of the hand	rḥt	rħt	r ħ t		835	- - r - - ħ - t
2032	arabic	palm, hand	kaff-	kaff-	k a f f		834	k a f f -
3353	akkadian	parasite, louse	uplu	uplu	u p l u		1645	u p - l - - u -
3219	ugaritic	parched field	ḥmdrt	ħmdrt	ħ m d r t		1599	ħ - m - - d - r - t
1955	arabic	part between the hump and the neck	γārib-	ɣaːrib-	ɣ aː r i b		803	ɣ aː r i b -
3640	akkadian	part of human body, possibly waist	ḫanṣātu	xansˤaːtu	x a n sˤ aː t u		1772	x a n sˤ - aː t u
3612	akkadian	part of human insides	umandu	umandu	u m a n d u		1753	- u - m a n - d u
1952	akkadian	part of neck	arūpu	aruːpu	a r uː p u		803	- a r uː p u
1824	akkadian	part of sheep's lung	sinibtu, siniptu	sinibtu	s i n i b t u		755	s i n i b t u -
2073	akkadian	part of the animal stomach	ḳuḳḳubātu	qˤuqˤqˤubaːtu	qˤ u qˤ qˤ u b aː t u		850	qˤ u qˤ qˤ u b aː t u
117	arabic	part of the back of the neck that is between the ears	maqadd-, muqadd­-	maqadd-	m a q a d d		25	m a - q a d - d
2005	arabic	part of the gum where teeth grow	durdur-	durdur-	d u r d u r		827	- - d u r d u r
2702	akkadian	part of the lower leg of a quadruped	gudgudātu	gudgudaːtu	g u d g u d aː t u		1095	g u d g u d aː t u
2778	akkadian	past, bygone time; before, in the presence, in front of	maḫru	maxru	m a x r u		1144	m a x - r u
673	hebrew	pasture, open fields; field, arable land	ŝādǟ	ɬaːdæː	ɬ aː d æː		289	ɬ aː d æː -
1190	hebrew	paternal aunt	dōdā	doːdaː	d oː d aː		510	d oː d aː - -
1189	ps	paternal aunt	*dād-at-	daːd-at-	d aː d a t		510	d aː d a t -
1191	syriac	paternal aunt	dādtā	daːdtaː	d aː d t aː		510	d aː d - t aː
1200	arabic	paternal aunt	ˁammat-	ʕammat-	ʕ a m m a t		513	ʕ a m m a t
1198	syriac	paternal aunt	ˁamtā	ʕamtaː	ʕ a m t aː		513	ʕ a m t aː -
1184	akkadian	paternal uncle	dādu	daːdu	d aː d u		509	d aː d u
1188	geez	paternal uncle	dud	dud	d u d		509	d u d -
1185	hebrew	paternal uncle	dōd	doːd	d oː d		509	d oː d -
1183	ps	paternal uncle	*dād-	daːd-	d aː d		509	d aː d -
1186	syriac	paternal uncle	dādā	daːdaː	d aː d aː		509	d aː d aː
1199	arabic	paternal uncle	ˁamm-	ʕamm-	ʕ a m m		513	ʕ a m m - -
711	geez	path, trace, track, footprint	ˀaŝar	ʔaɬar	ʔ a ɬ a r		325	ʔ a ɬ a r -
2718	geez	paying, rewarding, compensating	fdy	fdj	f d j		1104	f - d - j
4071	akkadian	peace	salīmu	saliːmu	s a l iː m u		2074	- s a l iː m u
3389	arabic	peau d'une bête ôtée et vidée (skin of an animal removed and emptied)	ǯilf-	gilf-	g i l f		1655	g i l - f - - -
3379	arabic	peau mince qui couvre la plaie en voie de guérison (thin skin that covers the healing wound)	ǯulbat-	gulbat-	g u l b a t		1653	g u l b a t
1680	arabic	peau ôtée récemment d'un agneau ou d'un chevreau (recently removed skin from a lamb or kid)	mask-	mask-	m a s k		703	m a s - k -
3444	geez	pelican	gumgumā	gumgumaː	g u m g u m aː		1689	g u m g u - m aː
3555	syriac	pelican	ḳāḳā	qˤaːqˤaː	qˤ aː qˤ aː		1732	qˤ aː qˤ - - - - aː -
1803	ps	penis	*paḥl-	paħl-	p a ħ l		752	p a - ħ - - l -
3651	arabic	penis	kumuddat-	kumuddat-	k u m u d d a t		1779	k u - m u d d a t
1913	ps	people	*nVš-	n-ʃ-	n ʃ		789	n - ʃ - -
3915	ugaritic	people, clan	lˀim	lʔim	l ʔ i m		1985	l - ʔ i m
1915	ugaritic	people, men	nš-m	nʃ-m	n ʃ m		789	n - ʃ m -
2153	arabic	period of day after sunrise	ḍuḥaⁿ	dˤuħa	dˤ u ħ a		869	dˤ u ħ a -
4024	hebrew	period, age; generation	dōr	doːr	d oː r		2024	d oː - r -
4020	ps	period, cycle	*dawr-/*dawar-	dawr-	d a w r		2024	d a w r -
3406	arabic	perroquet (parrot); la perruche a collier couleur de rose (the rosecoloured parakeet)	durr-at-	durr-at-	d u r r a t		1669	d u r - r a t
2812	ps	pestilence, plague	*da/ib(a)r-	da	d a		1224	d a - - - - -
3281	akkadian	pestle	bukānu	bukaːnu	b u k aː n u		1618	b u k aː n u
2478	arabic	pet	fissat-	fissat-	f i s s a t		1024	f i s s a t -
3489	arabic	petit de chien, de lion ou de toute autre bête carnassière (whelp of a dog, lion or any other carnivorous animal)	ǯarw-, ǯirw-, ǯurw	garw-	g a r w		1706	g a r w -
2463	akkadian	phlegm; cough with phlegm	suˀālu	suʔaːlu	s u ʔ aː l u		1021	s u ʔ aː l u
3314	hebrew	phoenix	ḥōl	ħoːl	ħ oː l		1632	ħ oː - - - l
4174	syriac	phthisis	šnāḳā	ʃnaːqˤaː	ʃ n aː qˤ aː		2136	ʃ - n aː qˤ aː
1675	arabic	piece of flesh peeled off from the bone	lafīˀat-	lafiːʔat-	l a f iː ʔ a t		701	l a f iː ʔ a t
3043	geez	piercing, wound, injury, infected wound, ulcer, swelling of a wound, skin rash, scar	rəmyat	rəmjat	r ə m j a t		1507	- - r ə m j a t
1469	akkadian	pig	ḫuzīru	xuziːru	x u z iː r u		618	x u - z iː r u
1473	arabic	pig	ḫinzīr-	xinziːr-	x i n z iː r		618	x i n z iː r -
1468	ps	pig	*ḫV(n)zīr-	x-ziːr-	x z iː r		618	x - - z iː r -
1472	syriac	pig	ḥzīrā	ħziːraː	ħ z iː r aː		618	ħ - - z iː r aː
1470	ugaritic	pig	ḫu-zi-rù	xu-zi-rù	x u z i r ù		618	x u - z i r ù
1474	geez	pig, wild boar	ḫanzir	xanzir	x a n z i r		618	x a n z i r -
2447	syriac	pimples, pustules	behḳītā	behqˤiːtaː	b e h qˤ iː t aː		1011	b e h - qˤ iː t aː
875	hebrew	pinion	ˀäbrā, ˀēbär	ʔæbraː	ʔ æ b r aː		375	ʔ æ b r aː
872	ps	pinion, wing	*ˀa/ibr-	ʔa	ʔ a		375	ʔ a - - -
709	syriac	place	ˀatrā	ʔatraː	ʔ a t r aː		325	ʔ a t - r aː
3021	arabic	place of growth of the eyelash	šafr-, šufr-	ʃafr-	ʃ a f r		1494	ʃ a - - - f - r - -
707	akkadian	place, site, location	ašru	aʃru	a ʃ r u		325	- a ʃ - r u
1815	syriac	placenta, afterbirth	šlītā	ʃliːtaː	ʃ l iː t aː		753	ʃ - - l - iː t aː
2816	arabic	plague, pestilence	dabl-	dabl-	d a b l		1224	d a b - l - -
2814	ugaritic	plague, pestilence	dbr	dbr	d b r		1224	d - b - r - -
2821	arabic	plaie, ulcère au dos d’un chameau (wound, ulcer on the back of a camel)	dabarat-	dabarat-	d a b a r a t		1224	d a b a r a t
566	syriac	plain	špolā	ʃpolaː	ʃ p o l aː		160	ʃ - p o l aː
1014	geez	plant, grass, vegetation	baḳʷl	baqˤʷl	b a qʷˤ l		434	b a - qʷˤ - l -
1013	arabic	plants that are neither trees, nor bushes; greens, vegetables, all plants that are gathered after being sown	baql-	baql-	b a q l		434	b a - q - l -
478	arabic	pleasant, delightful, delicious, sweet	ṭayyib-	tˤajjib-	tˤ a j j i b		116	tˤ a j j i b -
776	akkadian	pledge	erubātu	erubaːtu	e r u b aː t u		348	- e - r u b aː t u
2326	akkadian	plumage, feathers	nāṣu	naːsˤu	n aː sˤ u		975	n aː sˤ - - u -
2325	ps	plumage, feathers	*nāṣiy-at-	naːsˤij-at-	n aː sˤ i j a t		975	n aː sˤ i j a t
1763	arabic	podex, anus	ˀist-	ʔist-	ʔ i s t		734	ʔ i s t - -
2346	hebrew	poison, venom	ḥēmā	ħeːmaː	ħ eː m aː		980	ħ eː m - - aː
2344	akkadian	poisonous foam; spittle	imtu	imtu	i m t u		980	- i m - t u
3467	arabic	poitrine (breast)	ǯuˀšūš-	guʔʃuːʃ-	g u ʔ ʃ uː ʃ		1695	g u ʔ ʃ uː ʃ
3470	arabic	poitrine (chest)	ǯūš-	guːʃ-	g uː ʃ		1695	g uː - ʃ - -
3469	arabic	poitrine; milieu (du corps de l'homme) (chest; midsection)	ǯawš-	gawʃ-	g a w ʃ		1695	g a w ʃ - -
633	arabic	port	mīnāˀ-	miːnaːʔ-	m iː n aː ʔ		216	m iː n aː ʔ -
3400	arabic	pou; fourmi (louse; ant)	dimm-at-	dimm-at-	d i m m a t		1659	d i m m a t -
3704	syriac	prefect	pāḳodā	paːqˤodaː	p aː qˤ o d aː		1823	p aː qˤ o d aː
3374	ps	prepuce, clitoris	*gilˁ-	gilʕ-	g i l ʕ		1652	g i l - ʕ - -
4037	ugaritic	presence, existence	ˀiṯ	ʔiθ	ʔ i θ		2032	ʔ i θ - -
584	hebrew	primaeval ocean, primaeval flood; flood, deluge	təhōm	təhoːm	t ə h oː m		171	t ə h oː m - - -
583	ugaritic	primordial ocean, abyss	thm, thmt	thm	t h m		171	t - h - m - - -
3173	hebrew	prisoner	ˀāsīr	ʔaːsiːr	ʔ aː s iː r		1586	ʔ aː s iː r -
3171	akkadian	prisoner of war, captive foreigner used as worker	asīru	asiːru	a s iː r u		1586	- a s iː r u
3172	ugaritic	prisoner, captive	ˀasr	ʔasr	ʔ a s r		1586	ʔ a s - r -
2273	ugaritic	procreation childbirth	ḫllt	xllt	x l l t		962	x - - l - l t -
326	akkadian	protuberance	ṣiršu	sˤirʃu	sˤ i r ʃ u		65	sˤ i r - - ʃ u
3921	syriac	punctured	dgaš	dgaʃ	d g a ʃ		1986	d - g a ʃ -
1149	geez	pupil of the eye	bənt-a ˁayn	bənt-a	b ə n t a		501	b ə n t a
831	ugaritic	puppy, puppydog	ˀirn	ʔirn	ʔ i r n		366	ʔ i r - n - -
2429	arabic	pustules breaking out upon the lips after a fever	ḥalaˀ-	ħalaʔ-	ħ a l a ʔ		1007	ħ a l a ʔ
3361	geez	quail	fərfərt	fərfərt	f ə r f ə r t		1647	f ə r f ə r t -
3418	arabic	quail	salwā	salwaː	s a l w aː		1677	s a l - w aː -
3416	hebrew	quail	ŝəlāw	ɬəlaːw	ɬ ə l aː w		1677	ɬ ə l aː w - -
3415	ps	quail	*SVlw-	--lw-	l w		1677	l - - - w - -
3417	syriac	quail (pl.)	salway	salwaj	s a l w a j		1677	s a l - w a j
3359	syriac	quail; sparrow?	parpūrā	parpuːraː	p a r p uː r aː		1647	p a r p uː r - aː
3350	arabic	qualité d'un aliment gras (quality of a fatty food)	dasam­-	dasam-	d a s a m		1644	- - d a s a m
3364	arabic	queue (tail)	ḏubābat-	ðubaːbat-	ð u b aː b a t		1649	ð u b aː b a t
3363	arabic	queue; toupet (tail; toupee)	ḏuˀābat-	ðuʔaːbat-	ð u ʔ aː b a t		1649	ð u ʔ aː b a t
863	syriac	rabbit	ˀarnbā	ʔarnbaː	ʔ a r n b aː		372	ʔ a r n - b aː -
4026	geez	race, generation	dār	daːr	d aː r		2024	d aː - r -
2304	syriac	race, stock	mīnā	miːnaː	m iː n aː		972	- - m iː - n - - - aː -
3575	akkadian	radiance	birbirru, mirmerru	birbirru	b i r b i r r u		1739	b i r b i r r u
878	akkadian	radius and ulna (the two bones of the human forearm)	ibrētu	ibreːtu	i b r eː t u		377	- i b - r eː t u
1274	hebrew	rain	zäräm	zæræm	z æ r æ m		541	z æ r æ m -
1272	ps	rain	*ḏVnVm-/ḏVnVn-	ð-n-m-	ð n m		541	ð - n - m -
3737	arabic	rain little in quantity	baḍīḍat-	badˤiːdˤat-	b a dˤ iː dˤ a t		1834	b a dˤ iː dˤ a t
1287	akkadian	rainstorm	rādu	raːdu	r aː d u		545	r aː - d u
