NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CONCEPTICON_POS
4908	sterile, impotent			
4909	to be sterile, barren			
4910	barren, with no offspring (woman or man)	1554	MAN	noun
4911	together with	2482	TOGETHER	other
4912	as one, together	2482	TOGETHER	other
4913	with, together with, in combination with; near; towards, with regard to; incumbent upon	1942	NEAR	adjective
4914	with, together with	1340	WITH	other
4915	with	1340	WITH	other
4916	by, near, close by, with, present with	1942	NEAR	adjective
4917	by, through, by means of, by the authority of	97	THROUGH	other
4918	to be distressed, humbled			
4919	to be depressed, humbled; D  to humiliate	3973	DEPRESSED	adjective
4920	be wretched, emaciated			
4921	humble, ascetic			
4922	to be humble, submissive; to toil, to labor			
4923	to be humble			
4924	to sob; have hiccups			
4925	to hiccup	162	HICCOUGH	verb
4926	hiccup	162	HICCOUGH	verb
4927	sangloter (to sob)			
4928	to sob; to be about to pass forth			
4929	II. pousser de fréquents hoquets (to hiccup frequently)			
4930	to have hiccups			
4931	to sob, sigh, gasp			
4932	but, however, yet	3843	BUT	other
4933	without	1478	WITHOUT	other
4934	without, without the consent of, apart from, in the absence of	1478	WITHOUT	other
4935	without, save; before; except for; but, rather; outside of, besides, apart from regardless of	1882	BEFORE	other
4936	without, beside, only	1580	ONLY	other
4937	except, without	1478	WITHOUT	other
4938	without, except, unless	1478	WITHOUT	other
4939	vine	343	VINE	noun
4940	vine, vinestock, vineyard	343	VINE	noun
4941	grapevine, stock of vine	3769	GRAPEVINE	noun
4942	to build	1840	BUILD	verb
4943	to build, to create	1840	BUILD	verb
4944	young pigeon			
4945	squab			
4946	concealment, darkness	11	DARKNESS	noun
4947	(hip.) to be darkened, black	163	BLACK	adjective
4948	to be hidden, disappear	485	DISAPPEAR	verb
4949	grape	920	GRAPE	noun
4950	grapes(?)	920	GRAPE	noun
4951	grape; berry	920	GRAPE	noun
4952	to sing	1261	SING	verb
4953	(pa.) to intone, sing responsively			
4954	II. to sing			
4955	hither	2925	HITHER (HERE TO)	other
4956	up! get up! come!			
4957	festival	131	FESTIVAL	noun
4958	procession, round dance, festival	131	FESTIVAL	noun
4959	pilgrimage			
4960	a type of sacrifice			
4961	to go on ḥajj			
4962	to make a pilgrimage, go on hajj			
4963	to be profane			
4964	desacralized, free	2316	FREE	adjective
4965	(hip.) to profane			
4966	(nip.) to be defiled			
4967	profane			
4968	to become lawful, allowable, free	2316	FREE	adjective
4969	für erlaubt erklären (declare allowed)			
4970	to cancel, to relieve			
4971	to render allowable			
4972	what is allowed, permissable			
4973	to forgive; to make legal	1528	FORGIVE	verb
4974	long period of time, lifespan, eternity			
4975	lifespan; world	965	WORLD	noun
4976	the abode of the state of perpetual existence			
4977	pour toujours (forever)			
4978	lie	1411	LIE (REST)	verb
4979	to have bodily effusion			
4980	to be harsh			
4981	oppressor			
4982	to be heavy, hard	1884	HARD	adjective
4983	to be harsh, cruel	500	CRUEL	adjective
4984	cruel	500	CRUEL	adjective
4985	excellence			
4986	firstquality fruits			
4987	excellence (of gifts of nature)			
4988	glory, honor, dignity, nobility	3628	HONOR (SOMEBODY)	verb
4989	cave	1155	CAVE	noun
4990	next day, tomorrow	1329	TOMORROW	other
4991	to face	1560	FACE	noun
4992	to face, to approach, to accept	1778	APPROACH	verb
4993	past, bygone time; before, in the presence, in front of	1882	BEFORE	other
4994	to cleave the water with its stem; to face the wind (ship)			
4995	to face, to run, to extend towards	1519	RUN	verb
4996	to fall accidentally			
4997	snare, trapping net	3320	SNARE (TRAP)	noun
4998	trapping net			
4999	trap, snare	1075	TRAP (PITFALL)	noun
5000	so and so			
5001	so and so, someone known			
5002	so and so, such and such			
5003	such a one, such a man, such a woman			
5004	ten thousand, myriad	2078	TEN THOUSAND	numeral
5005	ten thousand	2078	TEN THOUSAND	numeral
5006	a very great quantity, immense number			
5007	many, ten thousand	1198	MANY	other
5008	myriads; name of a body of angels			
5009	myriads			
5010	to be tender, soft, slender	1856	SOFT	adjective
5011	to be soft	1856	SOFT	adjective
5012	to be soft, tender	1954	GENTLE	adjective
5013	thin, slender	2308	THIN	adjective
5014	dünn (thin)			
5015	to be weak, feeble	1601	WEAK	adjective
5016	to be poised to fall; to shake something till it is ready to fall			
5017	to be moved, shaken loose; to be loose	2506	LOOSE	adjective
5018	to mistreat, oppress			
5019	to break into pieces			
5020	to crush	1520	CRUSH	verb
5021	to be well, to prosper	954	WELL	noun
5022	to prosper, to be good for			
5023	to turn out well, succeed, increase	1112	SUCCEED	verb
5024	to be good	1035	GOOD	adjective
5025	to give prosperity			
5026	to arrange a truce			
5027	to be suitable, fine	218	FINE (PENALTY)	noun
5028	to remain	987	REMAIN	verb
5029	to be remaining			
5030	remaining, rest	168	REST	verb
5031	rest, remainder; other	197	OTHER	other
5032	reste; encore; autre (rest, remaining, other)	197	OTHER	other
5033	what remains, rest	168	REST	verb
5034	to have rest, to be at ease			
5035	to be negligent, careless, inattentive			
5036	to rest	168	REST	verb
5037	ease, rest	168	REST	verb
5038	to be forgetful; to be free from anxiety			
5039	content, happiness, comfort	2941	HAPPINESS	noun
5040	to amuse, entertain			
5041	to be happy	1495	HAPPY	adjective
5042	to amuse			
5043	to be equal	1570	EQUAL	adjective
5044	desert, wasteland	3687	DESERT	noun
5045	to be equal, even, flat, plain	1633	FLAT	adjective
5046	to be level	3469	LEVEL	noun
5047	to level	3469	LEVEL	noun
5048	to act justly			
5049	equal	1570	EQUAL	adjective
5050	to learn, to realize	504	LEARN	verb
5051	to reward, to hire	856	HIRE	verb
5052	to hire out			
5053	to recompense, to reward one’s work			
5054	als Strafe auferlegt werden (to be imposed as punishment, fine)	218	FINE (PENALTY)	noun
5055	Bußzahlung, Strafe (fine, penalty)			
5056	hired			
5057	to give much milk after shortage			
5058	to have much milk			
5059	outer garment, cloak	326	CLOAK	noun
5060	a type of garment			
5061	woolen garment			
5062	to hate	1607	HATE	verb
5063	one who hates			
5064	to hate, loathe	1607	HATE	verb
5065	enemy	1358	ENEMY	noun
5066	personal enemy, illwisher			
5067	to flee away			
5068	to run away, to escape	2142	RUN AWAY	verb
5069	someone fleeing in battle			
5070	to be frightened			
5071	to take fright and flee, to run away at random			
5072	to be unclean			
5073	to be ceremonially unclean			
5074	unclean			
5075	to be unclean (a woman during menstruation)			
5076	defilement			
5077	to defile, to make impure			
5078	there	1937	THERE	other
5079	dort (there)			
5080	to pass judgment			
5081	to issue orders, to exercise authority			
5082	to judge	1818	ADJUDICATE	verb
5083	to begin a process, to litigate; to judge	1818	ADJUDICATE	verb
5084	legal decision			
5085	décréter (to decree)			
5086	to decide	685	DECIDE	verb
5087	zurückkehren (go back, return)	581	COME BACK	verb
5088	réparation, récompense (repair, reward)			
5089	to deliver, to turn over	3537	TURN OVER	verb
5090	to requite			
5091	to advise			
5092	to advise, to admonish			
5093	demand, summons, call	1084	CALL	verb
5094	to lay the foundations			
5095	foundations			
5096	to found, establish	719	FIND	verb
5097	foundation			
5098	pillow	1044	PILLOW	noun
5099	cushioned couch			
5100	pillow; a thing upon which one reclines or rests	1044	PILLOW	noun
5101	base, plinth (of statue)	831	BASE	noun
5102	base	831	BASE	noun
5103	peg	361	PEG	noun
5104	wooden peg			
5105	wooden pin, peg	361	PEG	noun
5106	to fix into the ground, to erect			
5107	antelope	3674	ANTELOPE	noun
5108	roebuck			
5109	an animal			
5110	type of deer			
5111	(pl.) kids, lambs, calves, young of animals	1304	CHILD (YOUNG HUMAN)	noun
5112	deer, roebuck	1936	DEER	noun
5113	to fall into debt, to be guilty	1682	GUILTY	adjective
5114	to fall into debt			
5115	to fall into sin, to do what is unlawful			
5116	sin, crime, fault	2971	SIN	noun
5117	to be kind to someone			
5118	sin	2971	SIN	noun
5119	to feel sorry; to feel guilty about an unfulfilled obligation			
5120	to help	1897	HELP	verb
5121	helper			
5122	help	1897	HELP	verb
5123	to help, aid	1897	HELP	verb
5124	to excuse, to free, to exempt from blame	2316	FREE	adjective
5125	followers, adherents			
5126	to seek pardon			
5127	protegé, dependent			
5128	to offer food			
5129	to excuse			
5130	bronze	2313	BRONZE	noun
5131	fence, wall	933	WALL (OF HOUSE)	noun
5132	hedge			
5133	drystone wall			
5134	to fence in			
5135	fence	1690	FENCE	noun
5136	enclosure for camels			
5137	in the surroundings of, at the side of			
5138	parois de hutte, mur de la maison (wall of the house, hut)	1678	HUT	noun
5139	a kind of enclosure made of sticks and thorns in which cattle spend the night while in the fields			
5140	wall, cairn, piled stones	933	WALL (OF HOUSE)	noun
5141	garden	586	GARDEN	noun
5142	garden, orchard	586	GARDEN	noun
5143	jardin (garden)			
5144	to cultivate	1541	CULTIVATE	verb
5145	paradise			
5146	to enclose, to protect, to shelter	2900	PROTECT	verb
5147	to confine			
5148	to enclose, to fence, to protect	2900	PROTECT	verb
5149	(aph.) to make dwell			
5150	to veil, to conceal, to cover, to protect	761	COVER	verb
5151	to surround with a wall			
5152	wall of town			
5153	entourer d’une enceinte (to enclosure, surround)	3274	ENCIRCLE	verb
5154	sheltered			
5155	to protect from cold			
5156	stone wall			
5157	to tie, to band	1917	TIE	verb
5158	a belt or a part of it	772	BELT	noun
5159	cinch, belt; waist	1681	WAIST	noun
5160	to wind round, to wrap, to bind up	1113	WRAP	verb
5161	to take hold			
5162	to shut in, to imprison			
5163	prison	1281	PRISON	noun
5164	to take prisoner			
5165	to imprison			
5166	to enclose			
5167	to be pleasant, desirable			
5168	desirable, precious object			
5169	to desire, to take pleasure in	2117	DESIRE	verb
5170	loveliness, beauty			
5171	desirable, precious things			
5172	to desire, covet	2117	DESIRE	verb
5173	to praise	3455	COMMEND	verb
5174	to praise, to thank	3455	COMMEND	verb
5175	to thank	2412	THANK (SOMEBODY)	verb
5176	‘to be attentive, to care			
5177	to take pleasure in, to desire; to be willing, to feel inclined	2117	DESIRE	verb
5178	to perform diligently, perform zealously			
5179	to keep, to preserve, to take care of	1477	KEEP	verb
5180	garder			
5181	to keep safe, to preserve, to look after	1997	PRESERVE	verb
5182	to walk barefoot			
5183	barefoot	3737	BAREFOOT	adjective
5184	to be barefoot	3737	BAREFOOT	adjective
5185	to go barefoot			
5186	to be without sandals and unable to walk			
5187	free, noble ones	2316	FREE	adjective
5188	free, noble one	2316	FREE	adjective
5189	freeborn			
5190	free	2316	FREE	adjective
5191	to liberate	37	LIBERATE	verb
5192	sword	1535	SWORD	noun
5193	knife, sword	1352	KNIFE	noun
5194	sword; spear point; plowshare	1535	SWORD	noun
5195	war	935	WAR	noun
5196	dart, javelin	2587	DARTS	noun
5197	to wage war			
5198	to fight	1423	FIGHT	verb
5199	war, spear	945	SPEAR	noun
5200	to be at odds with someone			
5201	arrow, bayonet	977	ARROW	noun
5202	to foam, to ferment	3652	FERMENT	verb
5203	to foam	1768	FOAM	noun
5204	fermentatus est (to be fermented)			
5205	to make dough ferment			
5206	to ferment, to turn sour	3652	FERMENT	verb
5207	to be dirty and smell bad			
5208	to go rotten, to ferment; to be dirty and smell bad	3652	FERMENT	verb
5209	something dirty, mud; sediment	640	MUD	noun
5210	thread	1161	THREAD	noun
5211	to sew	1457	SEW	verb
5212	string; thread, bowstring	1161	THREAD	noun
5213	thin, fine thread made of fibre	2308	THIN	adjective
5214	to sew, to stitch	1457	SEW	verb
5215	priest, wizard	852	PRIEST	noun
5216	priest	852	PRIEST	noun
5217	seer, soothsayer, magician, wizard, priest	852	PRIEST	noun
5218	priest, clergyman	852	PRIEST	noun
5219	to write	1672	WRITE	verb
5220	writing, message, letter, book	963	BOOK	noun
5221	to sting, to carve	571	STING	verb
5222	awl	278	AWL	noun
5223	to sew together			
5224	to vaccinate			
5225	to inoculate, to vaccinate; to cut, to scrape, to pick or scratch	1432	CUT	verb
5226	to call	1084	CALL	verb
5227	to call; proclaim; summon	1084	CALL	verb
5228	I. rufen (to call)			
5229	to call, to read, to recite	1084	CALL	verb
5230	to read prayers, to recite			
5231	to read	724	READ	verb
5232	town, village	3609	TOWN OR VILLAGE	noun
5233	village	930	VILLAGE	noun
5234	village, small town	930	VILLAGE	noun
5235	town, collection of houses	1391	TOWN	noun
5236	to meet, to gather	1831	MEET	verb
5237	to meet, encounter, go to meet	1831	MEET	verb
5238	to collect, to put together			
5239	to collect			
5240	channel opening into a basin			
5241	water reservoir			
5242	to hold back, to prevent	1550	PREVENT	verb
5243	to hold back			
5244	to deprive, prevent, refrain	1550	PREVENT	verb
5245	to hinder, prevent	554	HINDER	verb
5246	to prevent	1550	PREVENT	verb
5247	to withhold, to refuse	49	REFUSE	verb
5248	to catch, to get, to take	1749	TAKE	verb
5249	to hold, to take hold of	1448	HOLD	verb
5250	to deliver	2033	DELIVER	verb
5251	to lend, to give, to give a gift	1447	GIVE	verb
5252	to let a cow (as a loan) in usufruct, to give a cow as a present			
5253	offrir, donner (to offer, to give)	1447	GIVE	verb
5254	shoe, sandal	1381	SHOE	noun
5255	sandal			
5256	sandals			
5257	shoe	1381	SHOE	noun
5258	a type of  shoe			
5259	two sandals			
5260	shoe, sandal(s); rim (?)	1381	SHOE	noun
5261	boot	585	BOOT	noun
5262	shoes	1381	SHOE	noun
5263	leather shoe			
5264	to hand over (property)			
5265	heir			
5266	to maintain as a possession			
5267	inalienable, hereditary property			
5268	to grant lease			
5269	grant, lease, concession, bail			
5270	louer à bail, concéder une proprieté (to lease, grant property)			
5271	concession, bail, bien affermé (concession, lease, wellleased)			
5272	to grant lease, to give a part of, to share, to distribute	884	SHARE	verb
5273	to give one’s son his portion of one’s livestock			
5274	to take revenge	495	REVENGE	verb
5275	revenge	495	REVENGE	verb
5276	to be clean	2235	CLEAN (SOMETHING)	verb
5277	to be pure, clean, cleansed	704	CLEAN	adjective
5278	to be pure; to be found innocent	1147	PURE	adjective
5279	to stand/set upright	1442	STAND	verb
5280	the one who stands			
5281	to erect, to fix	3074	FIX	verb
5282	stela, image, statue	1002	STATUE	noun
5283	(nip.) to place onself; (hip.) to place, to set up	723	PLACE (POSITION)	noun
5284	(hitp.) to take one’s stand			
5285	to set, fix in place	160	SET (HEAVENLY BODIES)	verb
5286	to set up, to set upright			
5287	to be fixed, settled, firm			
5288	to set up, to place (a monument)	723	PLACE (POSITION)	noun
5289	to set up, to put up, to erect			
5290	to put	998	PUT	verb
5291	to set a trap			
5292	to pant, puff	3614	PANT	verb
5293	to breathe, blow	1407	BREATHE	verb
5294	I. to inhale			
5295	to stone	857	STONE	noun
5296	to stone; II. to place a stone on one’s grave	857	STONE	noun
5297	stones that are placed upon a grave			
5298	to be stoned			
5299	to shout	715	SHOUT	verb
5300	to call loudly, shrilly			
5301	to murmur			
5302	to complain, gossip	3642	COMPLAIN	verb
5303	to reverberate, to ring	2875	RING (MAKE SOUND)	verb
5304	to hunt, to fish	1435	HUNT	verb
5305	hunter	1053	HUNTER	noun
5306	to hunt	1435	HUNT	verb
5307	game	2467	GAME	noun
5308	to catch creatures			
5309	hunting, prey, game	2467	GAME	noun
5310	to hunt, chase, fish	1435	HUNT	verb
5311	I. jagen, fangen; festhalten (to hunt, catch; hold onto)	702	CATCH	verb
5312	to fish	2638	FISHING	verb
5313	to take captive			
5314	to capture			
5315	to place	723	PLACE (POSITION)	noun
5316	to place, to establish	723	PLACE (POSITION)	noun
5317	to stay, to reside	363	DWELL (LIVE, RESIDE)	verb
5318	to settle down			
5319	to stay	987	REMAIN	verb
5320	to settle			
5321	to settle, to stay	987	REMAIN	verb
5322	be be calm, to dwell	363	DWELL (LIVE, RESIDE)	verb
5323	to dwell	363	DWELL (LIVE, RESIDE)	verb
5324	to be completed			
5325	to be completed, finished			
5326	innocent, perfect	90	INNOCENT	adjective
5327	genau, richtig, fertig (exactly, right, complete)	1019	RIGHT	adjective
5328	to be complete			
5329	to be finished; to finish	1766	FINISH	verb
5330	to have grey hair			
5331	to become old			
5332	to be grey headed, old	1229	OLD	adjective
5333	to be grey	153	GREY	adjective
5334	to become whitehaired, hoary			
5335	to turn grey (hair)			
5336	incanutire (to turn gray)			
5337	to go white in the hair of the head			
5338	to have white hair			
5339	to have a nose with a cut-off tip; have a slit lip			
5340	flat nosed			
5341	being flat nosed			
5342	having the nose slit			
5343	slitlipped			
5344	harelipped			
5345	to be given a harelip			
5346	to have a harelip			
5347	to cut, split, break	1432	CUT	verb
5348	to break open a seal, cut to size, prune, weed	3288	WEED	noun
5349	fendre légerement, déchirer légèrement, y causer une déchirure (to crack lightly, tear lightly, cause a tear)			
5350	woman having her vagina and rectum united by the rending of the separation between them			
5351	to break through			
5352	to laugh	1355	LAUGH	verb
5353	to sneeze(?)	1621	SNEEZE	verb
5354	to laugh, smile kindly on s.o.	1355	LAUGH	verb
5355	to laugh, jest	1355	LAUGH	verb
5356	I. to laugh			
5357	ridere (to laugh)			
5358	lachen (to laugh)			
5359	spittle, expectoration	1503	SALIVA	noun
5360	cracher (to spit)			
5361	crachat (spit)			
5362	to spit, spit out	1440	SPIT	verb
5363	cracher			
5364	to spit, spit out, to disgorge	1440	SPIT	verb
5365	vomitare (to vomit)			
5366	lechery, fornication			
5367	to commit fornication			
5368	prostitute	1610	PROSTITUTE	noun
5369	to be a prostitute			
5370	(pa., etpa.) to fornicate			
5371	whore, harlot	1610	PROSTITUTE	noun
5372	to fornicate, be unchaste, adulterous	103	FORNICATE	verb
5373	to commit adultery			
5374	fornication			
5375	fornication, sperm	1505	SPERM	noun
5376	to commit adultery, fornicate			
5377	to horse around, flirt, indulge in suggestive play	494	FLIRT	verb
5378	throat, uvula, neck	1333	NECK	noun
5379	the interior part of the mouth, throat	1346	THROAT	noun
5380	uvula, throat	1346	THROAT	noun
5381	ugola (uvula)			
5382	uvula	2293	UVULA	noun
5383	goitre	1957	GOITER	noun
5384	to hold back, to stop the mount by pulling the bridle to oneself with force; experiencing pain in the vertebrae			
5385	longnecked horses, camels; swift, excellent horses, camels	1631	FAST	adjective
5386	collo (neck, head, collar)	1256	HEAD	noun
5387	intestine(s), bowels	1991	INTESTINES	noun
5388	sinew, nerves	1137	TENDON	noun
5389	(coll.) nerfs			
5390	sinew	1137	TENDON	noun
5391	sinew, nerve	2626	NERVE	noun
5392	condition of having headaches			
5393	(kind of) bone	1394	BONE	noun
5394	le haut du nez, à l’endroit où les sourcils se séparent (the top of the nose, where the eyebrows part)			
5395	lot, die (for playing dice)	1494	DIE	verb
5396	lot			
5397	lot (in games)			
5398	kind of disease (fever, cold in the head; plague)			
5399	to be nauseated			
5400	a disease (affecting the head, vision, etc.)	2519	SEEING (VISUAL SENSE)	noun
5401	certaine maladie des chameaux (a kind of camel disease)			
5402	plague, pestilence			
5403	épidémie, peste (epidemic, plague)			
5404	fever, malaria	1534	FEVER	noun
5405	febbre (fever)			
5406	essere malarico, di luogo paludoso ecc. che produca la febbre (to be malarial, swampy, etc. get ill with fever)			
5407	cold in the head			
5408	phallus; genitalia	198	GENITALIA	noun
5409	penis; vulva	1222	PENIS	noun
5410	votive phallus (?)			
5411	(phallus?) votive object			
5412	uvula; gullet, gorge	2293	UVULA	noun
5413	gullet, œsophagus			
5414	long (se dit du cou, d’une encolure longue) (long (said of the neck, a long neckline)	1203	LONG	adjective
5415	uvula; tonsil(s); tonsilitis	2293	UVULA	noun
5416	tonsil			
5417	tonsil; uvula	2293	UVULA	noun
5418	chest, thorax	1592	CHEST	noun
5419	skin of the belly of the camel and of the portion of the breast next to it; male breast			
5420	shoulder blade, bone of a cow’s foreleg	172	SHOULDERBLADE	noun
5421	in, at, inside, among	1460	IN	other
5422	in, into	1460	IN	other
5423	poitrine			
5424	pestilence, plague			
5425	a calamity			
5426	bubonic plague			
5427	IV. to go backward, to a bad state; to die	1494	DIE	verb
5428	(pl.) malheur, adversité, infortune (misfortune, adversity)			
5429	toux, coqueluche (cough, whooping cough)			
5430	plaie, ulcère au dos d’un chameau (wound, ulcer on the back of a camel)			
5431	black dots or spots			
5432	to cause trouble			
5433	poverty, hunger	1864	HUNGER	noun
5434	swelling under the skin on a camel's back			
5435	to turn the back; to lie on one’s back			
5436	(hip.) to drive back, (pi.) to turn aside			
5437	to lie on one’s back			
5438	to turn the back			
5439	to turn one’s back			
5440	to turn away from			
5441	nape of the neck and the top of the shoulders			
5442	nuque			
5443	upper torso			
5444	the chest surrounding the lungs; ribs; a single rib; the parties of the abdomen; boardpartition	801	RIB	noun
5445	side, loin	682	SIDE	noun
5446	side, chest, ribs	1592	CHEST	noun
5447	dos voûté, bossu (hunched back, hunchback)	99	HUNCHBACK	noun
5448	place between shoulderblades and neck			
5449	part of body between the shoulderblades			
5450	body, side	1480	BODY	noun
5451	1. rib cage, thorax; 2. side, flank			
5452	eyebrow, eye-pit, front	1173	EYEBROW	noun
5453	brain(?)	1583	BRAIN	noun
5454	eyebrows	1173	EYEBROW	noun
5455	eyebrow; the elevation around genitals	1173	EYEBROW	noun
5456	bone that forms the eye socket			
5457	forehead, front	123	FOREHEAD	noun
5458	largeness, width, beauty of the forehead			
5459	forehead	123	FOREHEAD	noun
5460	broadfronted			
5461	brow	1173	EYEBROW	noun
5462	eyebrow, front	1173	EYEBROW	noun
5463	one having defective eyebrow (?)			
5464	eyebrows; summit, peak	1614	SUMMIT	noun
5465	brow, eyebrow, eyelash	1173	EYEBROW	noun
5466	the two ends of the forehead			
5467	genital organ			
5468	abnormal length of the membrum virile			
5469	genital parts of male or female	1551	FEMALE	adjective
5470	thumb, great toe	1781	THUMB	noun
5471	limb; complete bone; penis	1222	PENIS	noun
5472	to mix, to brew beer, to make an alloy, to knead (in the stative), to be spotted, variegated, to mix up, confuse, to pollute, to be numb	2017	MIX	verb
5473	certain type of offering, probably farinaceous food mixed with oil			
5474	to moisten; to mix up, to confound	28	MOISTEN	verb
5475	to mix up			
5476	to mingle, mix	2017	MIX	verb
5477	to mix together, to confuse			
5478	to scatter, to disperse	3705	SCATTER	verb
5479	to moisten	28	MOISTEN	verb
5480	to spoil, to ruin, to destroy; to mix, to confuse; to moisten, to wet	681	DESTROY	verb
5481	to change color			
5482	to cause to fade; to blow away, to be carried off; to spill secrets; to water milk, mead thus making it insipid	176	BLOW (WITH MOUTH)	verb
5483	to be spoiled (child); to turn out badly, to go wrong; to be wet, damp	2998	DAMP	adjective
5484	to get spoiled			
5485	to glow, to shine, to appear	708	SHINE	verb
5486	to stare, to stare with wide open eyes			
5487	spark	518	SPARK	noun
5488	to sparkle, to glitter	2889	TWINKLE	verb
5489	to flash, to glitter			
5490	to glitter, to shine	708	SHINE	verb
5491	to shine, glow	708	SHINE	verb
5492	to scintillate			
5493	to flash, to scintillate, to lighten			
5494	to sprout, to germinate	2076	SPROUT (VERB)	verb
5495	to produce plants or herbs, to become green, to put forth their buds (trees)			
5496	to sprout, to shoot forth, to grow	479	GROW	verb
5497	to germinate, to sprout	2076	SPROUT (VERB)	verb
5498	to flourish, to sprout, to grow	479	GROW	verb
5499	to germinate			
5500	to cut	1432	CUT	verb
5501	to cut, to sever	1432	CUT	verb
5502	to break, to tear	680	BREAK (DESTROY OR GET DESTROYED)	verb
5503	to cut off, to hew down			
5504	to cut, to slice, to snip off; to lose everything and become poor, to reach the end of one’s good fortune	1432	CUT	verb
5505	to bruise, to hit someone leaving an internal wound but no blood flow; to make a hole in a garment (insect)	1148	BRUISE	noun
5506	to dig out, to pill out, to uproot; to pick peas or beans	2325	PULL OUT	verb
5507	make a breach			
5508	fissure, opening, loophole	1667	HOLE	noun
5509	breach			
5510	to make a breach			
5511	repairing, restoring			
5512	to split	1437	SPLIT	verb
5513	to be invalid, lost, to stop working	3667	LOST	adjective
5514	to cease, to stop	1928	CEASE	verb
5515	to cease working			
5516	to be invalid			
5517	to cease	1928	CEASE	verb
5518	to cease, desist, perish	1928	CEASE	verb
5519	to be invalid, useless, vain			
5520	to be false, untrue, wrong	1390	WRONG	adjective
5521	uselessness			
5522	to be useless, idle, void	2756	IDLE	noun
5523	être vain, inutil (to be vain, useless)			
5524	to be spoiled, ruined, abolished			
5525	to abolish			
5526	unjust			
5527	to go bad, not to succeed			
5528	to be or go bad	1579	BE	verb
5529	when; then	1238	WHEN	other
5530	when	1238	WHEN	other
5531	then, and so, so then	2921	THEN	other
5532	then	2921	THEN	other
5533	when, then	1238	WHEN	other
5534	while, when	1238	WHEN	other
5535	when?	1238	WHEN	other
5536	now, just now	1376	NOW	other
5537	now	1376	NOW	other
5538	(he is) still	2919	STILL (CONTINUING)	other
5539	yet	2577	YET	other
5540	still, yet, again	204	AGAIN	other
5541	still, as yet, also	2919	STILL (CONTINUING)	other
5542	to wish, to desire	2117	DESIRE	verb
5543	to desire sensously			
5544	passion			
5545	to wonder; to love, to like	923	LOVE	verb
5546	to love, to like, to want	1784	WANT	verb
5547	to love, to want	1784	WANT	verb
5548	1. to want; 2. to like, to love	923	LOVE	verb
5549	to twist, to turn, to bend	1588	TURN	verb
5550	winding			
5551	(pu. part.) crooked	297	CROOKED	adjective
5552	gripes, griping pain			
5553	to bind a camel			
5554	to bind the folded legs			
5555	to be knockkneed and walk limpingly			
5556	to surround	3274	ENCIRCLE	verb
5557	retourner (to return)			
5558	to go around, to turn around	1444	TURN AROUND	verb
5559	young animal, foal, suckling	3254	YOUNG ANIMAL	noun
5560	offspring, young (of animals)	1801	CHILD (DESCENDANT)	noun
5561	suckling, young aminal			
5562	fetus; infant	1289	BABY	noun
5563	Eselsfüllen (donkey foal)			
5564	kleiner Esel (young donkey)			
5565	young of animal, foal, colt	1647	FOAL	noun
5566	young of the donkey			
5567	young of the elephant			
5568	donkey's colt, ass's foal			
5569	to fly	1441	FLY (MOVE THROUGH AIR)	verb
5570	to be strong, to have power	785	STRONG	adjective
5571	to gain force, become intense; to become strong; to attack, rush in with force	722	ATTACK	noun
5572	to be mighty, powerful, strong	785	STRONG	adjective
5573	strength, vigor	202	STRENGTH	noun
5574	to uphold			
5575	to work vigorously			
5576	to be strong, steadfast, vigorous	785	STRONG	adjective
5577	to be strong, mighty	785	STRONG	adjective
5578	behind; to, for	1686	BEHIND	other
5579	behind, out of, for	1686	BEHIND	other
5580	after, other	197	OTHER	other
5581	after	1685	AFTER	other
5582	1. after; 2. afterwards			
5583	to invent, to devise			
5584	to devise falsehood			
5585	to invent			
5586	to speak falsely, devise; to fabricate			
5587	to cheat, to deceive	3230	DECEIVE	verb
5588	it was or became cold, chill or cool	2483	COLD (OF WEATHER)	adjective
5589	to become cold			
5590	to grow cold			
5591	kalt machen (to make cold)			
5592	to (be) separate(d)	1359	SEPARATE	verb
5593	to understand	1536	UNDERSTAND	verb
5594	understanding			
5595	(aph.) to cause to understand			
5596	wisdom, understanding			
5597	(pol.) to instruct, to teach	709	TEACH	verb
5598	(pa.) to explain	1626	EXPLAIN	verb
5599	(pa.) to make understand, teach	709	TEACH	verb
5600	to expound, to explain, to teach	709	TEACH	verb
5601	to be clear, evident; II. to explain	989	CLEAR	adjective
5602	to discern, to distinguish, to recognize	2870	RECOGNIZE (SOMEBODY)	verb
5603	s’éclaircir (to clear)			
5604	to judge, to decree, to ordain	1818	ADJUDICATE	verb
5605	to give a verdict			
5606	to appear	1076	EMERGE (APPEAR)	verb
5607	between	689	BETWEEN	other
5608	between, among	689	BETWEEN	other
5609	between, among, in the midst of, in; during, within	1460	IN	other
5610	between, betwixt	689	BETWEEN	other
5611	between, amidst, among	689	BETWEEN	other
5612	entre, parmi, dans deux choses à la fois  (between, among, in two things at the same time)			
5613	to be still, silent, numb	48	BE SILENT	verb
5614	pit, ditch	2539	PIT (POTHOLE)	noun
5615	ditch, trench, small pit	2002	DITCH	noun
5616	well, pit	954	WELL	noun
5617	pit, ditch, hole, cavern	1667	HOLE	noun
5618	to return, to come back; to enter	749	ENTER	verb
5619	to be, to happen, to become	1579	BE	verb
5620	to turn, to return, to come back, to draw back	1588	TURN	verb
5621	to enter, to go inside, to come in	749	ENTER	verb
